codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
2202-32-LE25;"Adq.de vestuario y calzado para funcionarios del H";"SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN";"61.602.241-5";"SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN";"Patricio Chavez N°105";"Curacautín";"Región de la Araucanía";"LE";"Adjudicada";"La presente licitación tiene como objetivo adquisición de vestuario y calzado para funcionarios del Hospital de Curacautín año 2025 para la identificación de personal de urgencias y para adquirir EEPP y así proteger la seguridad e integridad de los riesgos expuestos durante sus funciones en el trabajo";2025-03-25T10:29:53.94;2025-04-04T12:57:00;2025-04-09T16:31:59.46;14800000;"CLP";0;0
2793-54-LE25;"MANTENIMIENTO PREVENTIVO Y CORRECTIVO ASCENSOR";"Municipalidad de Huechuraba";"69.255.400-0";"Municipalidad de Huechuraba";"Premio Nóbel   5555";"Huechuraba";"Región Metropolitana de Santiago";"LE";"Adjudicada";"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ASCENSOR EDIFICIO CONSISTORIAL";2025-03-05T15:50:20.387;2025-03-11T11:09:00;2025-04-09T16:30:38.533;;"CLP";0;0
4308-9-L125;"Contratación de servicio de Endodoncia";"I MUNICIPALIDAD DE ERCILLA";"69.180.600-6";"Salud";"AVDA. ERCILLA 289 ESQ. CAUPOLICAN";"Ercilla";"Región de la Araucanía";"L1";"Adjudicada";"contratación de servicio de endodoncia, en molares y piezas anteriores y premolares, mas detalle en EETT adjunta.";2025-03-26T12:28:43.847;2025-04-01T13:34:00;2025-04-09T16:27:05.367;4250000;"CLP";0;0
1046-14-LE25;"CONSULTORÍA GEOFÍSICA SHACS MARICUNGA PIEDRA POME";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección General de Aguas - III Región";"Av. Circunvalación Esquina Rancagua N° 499, piso 1";"Copiapó";"Región de Atacama";"LE";"Adjudicada";"Prospección geofisica de aguas subterráneas para la determinación de puntos de perforación para la construcción de pozos de monitoreo.";2025-03-14T12:53:49.923;2025-03-24T16:20:00;2025-04-09T16:16:21.727;25000000;"CLP";0;0
3992-14-LE25;"Profesional Médico Familiar";"I MUNICIPALIDAD DE COLTAUCO";"69.080.700-9";"Departamento de Educación";"Departamento de Educación Municipal, Avenida Bernardo O’Higgins # 254";"Coltauco";"Región del Libertador General Bernardo O´Higgins";"LE";"Adjudicada";"Surge la necesidad de realizar un llamado a licitación pública con el objeto de contar con Profesional Médico Especialista en Salud Familiar para evaluar niños y niñas beneficiarias del Proyecto Integración de los Establecimientos Educacionales y liceo politécnico según términos especificados en las Bases Administrativas y Técnicas que forman parte de este procedimiento concursal.";2025-03-17T15:24:26.737;2025-03-27T15:00:00;2025-04-09T15:56:36.187;;"CLP";0;0
2738-9-LE25;"PLATAFORMA DIGITAL INGLES EE.EE DAEM SAN FELIPE";"I MUNICIPALIDAD DE SAN FELIPE";"69.050.600-9";"ADQUISICIONES EDUCACION";"CARLOS CONDELL  218";"San Felipe";"Región de Valparaíso";"LE";"Adjudicada";"SERVICIO DE PLATAFORMA DIGITAL DE INGLES PARA EE.EE DE LA DAEM DE SAN FELIPE";2025-02-25T12:38:50.093;2025-03-07T12:00:00;2025-04-09T15:56:10.713;;"CLP";0;0
1943-6-LQ25;"CONVENIO SUMINISTRO SERVICIO DE MONITOREO ALARMAS";"CORP NACIONAL FORESTAL";"61.313.000-4";"V Región - Oficina Regional  de Valparaiso";"Melgarejo 669, Piso 7";"Valparaíso";"Región de Valparaíso";"LQ";"Adjudicada";"Se requiere el servicio de instalación de central de monitoreo de alarma con transmisión inalámbrica, para diferentes dependencias de CONAF Región de Valparaíso, que genere formas de identificación y alerta de siniestros o emergencias, con capacidad de reacción de manera inmediata. Debe incluir la instalación de los dispositivos necesarios para su funcionamiento y reportes diarios.";2025-03-26T17:08:18.1;2025-04-07T15:00:00;2025-04-09T18:21:58.08;200000000;"CLP";0;0
1058128-3-LQ25;"CONVENIO SUMINISTRO ALTEPLASA 50 MG HPM";"HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI";"61.975.100-0";"Fármacos";"Los Aromos N° 65 Paipote 3 - Región de los Lagos";"Puerto Montt";"Región de los Lagos";"LQ";"Adjudicada";"Debido a la necesidad del Hospital de Puerto Montt, de contratar un Proveedor en condiciones de ejecutar un convenio de suministro de ALTEPLASA 50MG, necesario para asegurar un tratamiento oportuno, adecuado, eficiente y correcto para los pacientes, en conformidad con la Resolución N°12.499, emitida el 29 de octubre de 2024, que aprueba el Arsenal Terapéutico del Hospital de Puerto Montt.";2025-03-03T11:41:01.83;2025-03-17T15:00:00;2025-04-09T16:15:24.16;;"CLP";0;0
3729-13-LE25;"ADQUISICIÓN DE CAMIÓN DOBLE CABINA";"I MUNICIPALIDAD DE CHIMBARONGO";"69.090.300-8";"Secpla";"JAVIERA CARRERA 511";"Chimbarongo";"Región del Libertador General Bernardo O´Higgins";"LE";"Adjudicada";"Se requiere la adquisición de camión doble cabina, de acuerdo a lo señalado en las Especificaciones Técnicas, anexas. Decreto 784  y Decreto 785 de fecha 06/03/2025 que aprueba y designa, respectivamente.";2025-03-06T16:37:00;2025-03-17T15:05:00;2025-04-09T15:52:32.207;31000000;"CLP";0;0
4090-5-LE25;"MEDICAMENTOS E INSUMOS PARA FARMACIA POPULAR";"I MUNICIPALIDAD DE MAULLIN";"69.220.500-6";"Departamento de Salud";"Bernardo O'Higgins 641";"Maullín";"Región de los Lagos";"LE";"Adjudicada";"EL DEPARTAMENTO DE SALUD REQUIERE ADQUIRIR MEDICAMENTOS E INSUMOS MEDICOS PARA ABASTECIMIENTO FARMACIA POPULAR, SEGUN DECRETO EXENTO N 744";2025-03-07T16:15:15.19;2025-03-14T10:00:00;2025-04-09T15:23:54.25;;"CLP";0;0
2914-18-E225;"SUMINISTRO DE OXIGENO AÑO 2025 SOL 02";"ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO";"69.250.500-k";"Salud";"Juan Martínez de Rosa 1403, I. MUNICIPALIDAD DE DIEGO DE ALMAGRO";"Diego De Almagro";"Región de Atacama";"E2";"Adjudicada";"ADQUIRIR SUMINISTRO DE OXIGENO SEGUN NECESIDAD DEL SERVICIO PARA ESTABLECIMIENTOS DE SALUD MUNICIPAL DE LA COMUNA DE DIEGO DE ALMAGRO. SERVICIO DEBE INCLUIR RECARGA, TRASLADO DE CILINDROS Y SI SE REQUIERE MANTENCIONES O REPARACION. NO SE INCLUYE ARRIENDO DE CILINDROS.";2025-04-02T12:28:30.48;2025-04-08T14:11:00;2025-04-09T15:34:08.473;5042016;"CLP";0;0
2597-6-LQ25;"SERVICIO DE MANTENCIÓN DE BALIZAS PEATONALES";"I MUNICIPALIDAD DE CONCON";"73.568.600-3";"SECPLAC";"Percy 904 esquina calle Rio de Oro";"Concón";"Región de Valparaíso";"LQ";"Adjudicada";"LA ILUSTRE MUNICIPALIDAD DE CONCON REQUIERE CONTRATAR EL SERVICIO DE MANTENCION DE BALIZAS PEATONALES DE LA COMUNA, SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS Y DEMAS ANTECEDENTES QUE COMPONEN LA PROPUESTA.";2025-02-18T13:36:16.317;2025-02-28T15:30:00;2025-04-09T15:23:13.407;;"CLP";0;0
4159-13-LE25;"PLATAFORMA PROGRAMA INTEGRACION ESCOLAR DAEM 2025";"I MUNICIPALIDAD DE PARRAL";"69.130.700-K";"DEPARTAMENTO DE EDUCACION";"Balmaceda Nº 206 Esquina Pablo Neruda";"Parral";"Región del Maule";"LE";"Adjudicada";"1.	La necesidad de proveer una “PLATAFORMA PARA EL PROGRAMA DE INTEGRACIÓN ESCOLAR PIE, DAEM PARRAL 2025”, para todos los Establecimientos Educacionales Municipalizados que tienen este programa de inclusión  pertenecientes al Departamento Administrativo de Educación Municipal de la comuna de Parral, para el año 2025.-";2025-03-13T17:38:27.827;2025-03-18T19:00:00;2025-04-09T15:21:42.7;;"CLP";0;0
2405-179-LP24;"ADQUISICIÓN LUMINARIAS VÍAS DE EVACUACIÓN";"I MUNICIPALIDAD DE IQUIQUE";"69.010.300-1";"SECRETARIA COMUNAL DE PLANIFICACION";"Serrano #134";"Iquique";"Región de Tarapacá";"LP";"Adjudicada";"ADQUISICIÓN LUMINARIAS VÍAS DE EVACUACIÓN ZONA CENTRO - IQUIQUE";2024-11-06T16:01:38.33;2024-11-26T10:00:00;2025-04-09T20:26:54.973;103321750;"CLP";0;0
2982-10-LE25;"VESTUARIO FORMAL Y DEPORTIVO ALUMNOS CURSO OFICIALES GRADUADO EN INVESTIGACIONES  CRIMINALISTICAS - ASEPOL 2025";"POLICIA DE INVESTIGACIONES DE CHILE";"60.506.000-5";"JEFATURA NACIONAL DE EDUCACIÓN Y DOCTRINA (JENAED)";"AVDA. GLADYS MARIN MILLIE N° 5783";"Estación Central";"Región Metropolitana de Santiago";"LE";"Adjudicada";"Que los alumnos cuenten con la indumentaria adecuada para la realización de las actividades propia del curso.";2025-03-03T18:29:06.863;2025-03-14T15:00:00;2025-04-09T14:46:22.72;10250000;"CLP";0;0
1692-17-LE25;"SUMINISTRO DE DIESEL PARA HOSPITAL COCHRANE";"SERVICIO NACIONAL DE SALUD HOSPITAL DE COCHRANE";"61.602.292-k";"Hospital Cochrane";"Doctor Steffens 730";"Cochrane";"Región Aysén del General Carlos Ibáñez del Campo";"LE";"Adjudicada";"SE REQUIERE LA ADQUISICION DE 18.000 LITROS DE DIESEL PARA RESPALDO TERMICO Y RESPALDO ELECTRICO DEL HOSPITAL COCHRANE.";2025-03-26T17:38:02.897;2025-04-03T15:00:00;2025-04-09T14:44:37.093;;"CLP";0;0
3870-4-LE25;"Suministro de materiales de Ferretería";"I MUNICIPALIDAD DE PEMUCO";"69.141.601-1";"Educación";"San Martín 498";"Pemuco";"Región del Ñuble";"LE";"Adjudicada";"Disponer de materiales para la mantención y reparación de establecimientos y dependencias del Departamento de Educación";2025-03-27T12:25:00;2025-04-03T13:00:00;2025-04-09T15:20:42.187;;"CLP";0;0
1359-7-LE25;"ADQUISICION DE EMULSION ASFALTICA VIA PRIME";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - RM - Provincia de Maipo";"Freire 148";"San Bernardo";"Región Metropolitana de Santiago";"LE";"Adjudicada";"“Suministro de 3.000 Litros de Emulsión Asfáltica imprimante VIA - PRIME para trabajos  de pavimentación  en Camino Santa Teresa de Tango, Comuna San Bernardo y en los diferentes caminos pertenecientes a la Red Vial de la Provincia  de Maipo, Región Metropolitana”";2025-03-17T19:12:04.877;2025-03-27T19:54:00;2025-04-09T14:46:37.773;;"CLP";0;0
3561-15-L125;"MEDICAMENTOS PARA LA FARMACIA COMUNAL";"I MUNICIPALIDAD DE LA CALERA";"69.060.300-4";"Departamento de Salud Municipal";"San Diego Nº 147";"La Calera";"Región de Valparaíso";"L1";"Adjudicada";"NECESIDAD DE COMPRA DE MEDICAMENTOS PARA LA FARMACIA COMUNAL";2025-03-20T08:34:01.253;2025-03-26T08:15:00;2025-04-09T14:30:56.64;;"CLP";0;0
2597-1-LE25;"Asesoría Técnica Mejoramiento Pavimento Calle P2";"I MUNICIPALIDAD DE CONCON";"73.568.600-3";"SECPLAC";"Percy 904 esquina calle Rio de Oro";"Concón";"Región de Valparaíso";"LE";"Adjudicada";"LA I. MUNICIPALIDAD DE CONCON REQUIERE LA CONTRATACION DE UN PROFESIONAL ASESOR TECNICO PARA LA EJECUCION DEL PROYECTO “Mejoramiento Pavimento Calle P2 Área Extensión Urbana Oriente, Concón”, código BIP N° 40034292-0, SEGUN LAS BASES ADMINISTRATIVAS Y DEMAS ANTECEDENTES QUE COMPONEN LA PROPUESTA, ASI COMO LOS QUE COMPONEN LA PROPUESTA DE LAS OBRAS BAJO LA ID 2597-67-LR24.";2025-01-15T12:22:51.127;2025-01-29T15:00:00;2025-04-09T13:44:50.18;7200000;"CLP";0;0
2258-41-LP25;"ARRIENDO DE ASPIRADOR ULTIMA GENERACION Y NEUROMONITOREO";"SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L";"61.606.201-8";"Abastecimiento Principal";"Av. Argentina 1962";"Antofagasta";"Región de Antofagasta";"LP";"Adjudicada";"ARRIENDO DE ASPIRADOR ULTIMA GENERACION Y NEUROMONITOREO";2025-03-05T16:52:16.193;2025-03-18T18:04:00;2025-04-09T13:31:48.81;;"CLP";0;0
2963-2-LE25;"SERVICIO DE IMPRESIÓN DE FORMULARIOS";"I MUNICIPALIDAD DE LA GRANJA";"69.072.400-6";"SECPLA";"Americo Vespucio 002";"La Granja";"Región Metropolitana de Santiago";"LE";"Adjudicada";"Las presentes Bases de Licitación están relacionadas al  SERVICIO DE IMPRESIÓN DE FORMULARIOS, FICHA, CARNÉ Y AFICHES, PARA LOS CENTROS DE SALUD DEPENDIENTES DEL DEPARTAMENTO DE ADMINISTRACIÓN DE SALUD MUNICIPAL";2025-01-15T17:57:00;2025-03-03T15:00:00;2025-04-09T13:43:27.393;;"CLP";0;0
218-5-LQ25;"SERVICIO DE TRANSPORTE URBANO DE PASAJEROS";"I MUNICIPALIDAD SAN JOAQUIN";"69.254.600-8";"Ilustre Municipalidad de San Joaquin";"Avenida Santa Rosa Nº 2606";"San Joaquín";"Región Metropolitana de Santiago";"LQ";"Adjudicada";"SERVICIO DE TRANSPORTE URBANO DE PASAJEROS, MUNICIPALIDAD DE SAN JOAQUIN";2025-02-13T13:50:28.467;2025-02-24T16:00:00;2025-04-09T12:51:18.647;155040000;"CLP";0;0
5052-6-LE25;"CONVENIO ORTESIS PARA PECTUS CARINATUM PEDIATRICO";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Generales";"1 Norte Nº 1951, Bodegas";"Talca";"Región del Maule";"LE";"Adjudicada";"El objetivo de la presente licitación, es invitar a través de www.mercadopublico.cl a todos los proveedores del rubro a participar de la adquisición de ORTESIS PARA PECTUS CARINATUM PEDIATRICO necesario para el servicio de Cirugía Infantil del Hospital Regional de Talca y bajo las especificaciones técnicas requeridas por la Institución con el fin de seleccionar la oferta más conveniente de acuerdo a los criterios de evaluación, asegurando el abastecimiento en calidad y oportunidad, satisfaciendo así la demanda de los usuarios.";2025-02-13T17:18:03.547;2025-02-26T17:34:00;2025-04-09T13:41:54.26;7140000;"CLP";0;0
5051-10-LE25;"ADQUISICION DE LIRAGLUTIDE";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Farmacia";"1 Norte Nº 1990";"Talca";"Región del Maule";"LE";"Adjudicada";"El objetivo de la presente licitación, es la adquisición de LIRAGLUTIDE, para el Hospital Regional de Talca, con el fin de asegurar el abastecimiento en calidad y oportunidad, para satisfacer la demanda de los usuarios por un periodo de 18 meses.";2025-01-29T08:11:00;2025-02-07T15:00:00;2025-04-09T12:41:39.117;;"CLP";0;0
2446-41-LE25;"L.P.  24-2025 SUMINISTRO POR PUBLICACION EN DIARIO";"I MUNICIPALIDAD DE COQUIMBO";"69.040.300-5";"IMUNI_COQUIMBO";"BILBAO 348";"Coquimbo";"Región de Coquimbo";"LE";"Adjudicada";"SUMINISTRO POR PLAN DE DIFUSION DE MEDIOS DE PRENSA ESCRITOS DE CIRCULACIÓN COMUNAL Y REGIONAL";2025-02-28T18:26:47.223;2025-03-10T15:04:00;2025-04-09T12:38:26.36;61880000;"CLP";0;0
2738-7-LE25;"SERVICIO EVALUACIONES MEDICAS PIE- DAEM SAN FELIPE";"I MUNICIPALIDAD DE SAN FELIPE";"69.050.600-9";"ADQUISICIONES EDUCACION";"CARLOS CONDELL  218";"San Felipe";"Región de Valparaíso";"LE";"Adjudicada";"SERVICIO DE EVALUACIONES MEDICAS PROGRAMA DE INTEGRACION ESCOLAR DE LA DAEM DE SAN FELIPE";2025-02-25T10:59:48.96;2025-03-06T16:00:00;2025-04-09T12:37:48.063;;"CLP";0;0
2734-4-LE25;"SERVICIO DE REAS DEPTO DE SALUD";"MUNICIPALIDAD DE PEÑAFLOR";"69.071.700-K";"DEPARTAMENTO DE SALUD";"ALCALDE LUIS ARAYA CERECEDA  1215";"Peñaflor";"Región Metropolitana de Santiago";"LE";"Adjudicada";"La Ilustre Municipalidad de Peñaflor, en adelante “la Municipalidad”, requiere la contratación del Servicio de Manejo, Retiro, Transporte y Disposición Final de Residuos Especiales y Peligrosos. El objetivo de esta licitación es garantizar la correcta gestión de los residuos especiales y peligrosos generados por la Municipalidad, asegurando su manejo, retiro, transporte y disposición final de acuerdo con la normativa vigente y los estándares de seguridad y medioambientales aplicables. En particular, se requiere el retiro de residuos catalogados como ESPECIALES y PELIGROSOS, conforme a lo establecido en el Decreto Supremo N°6 de 2009 del Ministerio de Salud.";2025-03-28T16:20:22.89;2025-04-02T16:32:00;2025-04-09T12:13:00.69;;"CLP";0;0
1291-7-LE25;"ADQUISICIÓN DE  2.000 M3 DE MATERIAL GRANULAR";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - VII Región - Provincia de Linares";"Linares";"Linares";"Región del Maule";"LE";"Adjudicada";"ADQUISICIÓN DE   SUMINISTRO DE 2.000 M3 DE BASE GRANULAR BAJO 2” PUESTO EN CAMINO L-449 CRUCE L-45 RETÉN ACHIBUENO - LOS HUALLES, COMUNA DE LINARES, PROVINCIA DE LINARES";2025-03-25T15:28:37.713;2025-04-04T16:00:00;2025-04-09T12:38:44.587;;"CLP";0;0
776-10-LP25;"SERVICIO DE PRODUCCIÓN DÍA DE LOS PATRIMONIOS 2025";"PRESIDENCIA DE LA REPUBLICA";"60.000.000-4";"Presidencia de la República";"Agustinas 1220, Subsuelo";"Santiago";"Región Metropolitana de Santiago";"LP";"Adjudicada";"La Presidencia de la Republica requiere la contratación de los servicios de producción integral para el correcto desarrollo de las actividades culturales del denominado “Día de los Patrimonios mayo 2025” y “Día de los Patrimonios para Niños, Niñas y Adolescentes noviembre 2025”, a realizarse en el Palacio de la Moneda de la Presidencia de la República, sus alrededores y la Residencia Presidencial Palacio Cerro Castillo. Todo ello conforme a las condiciones y estipulaciones contenidas en las presentes Bases Administrativas, Especificaciones Técnicas y los otros documentos que forman parte integrante de esta licitación.";2025-02-28T13:22:02.993;2025-03-21T16:00:00;2025-04-09T12:31:31.613;180000000;"CLP";0;0
4956-4-LQ25;"MARTILLERO REMATE VEHICULOS MUNICIPALES Y OTROS";"I MUNICIPALIDAD DE RENCA";"69.071.200-8";"I MUNICIPALIDAD DE RENCA";"BLANCO ENCALADA 1335";"Renca";"Región Metropolitana de Santiago";"LQ";"Adjudicada";"Contratar el servicio de Martillero Público para rematar bienes municipales que se den de baja, tales como vehículos, muebles, equipos informáticos y otros, o bien, vehículos abandonados en la vía pública de la comuna de Renca que se mantengan en la Custodia Metropolitana Concesionada, durante el plazo de vigencia del contrato.";2025-01-20T13:34:46.667;2025-02-13T15:01:00;2025-04-09T12:03:27.707;;"CLP";0;0
