codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
621-269-LE25;"FONENDOSCOPIO PLANO ADULTO 1000020896";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Cerrada";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-03-24T12:58:59.627;2025-04-09T16:00:00;2025-05-14T17:30:00;66350108;"CLP";0;0
3928-27-LE25;"CONTRATO DE SUMINISTRO MATERIALES DE FERRETERIA PARA EL DEPARTAMENTO DE EDUCACION MUNICIPAL ESTABLECIMIENTOS EDUCACIONALES JARDINES INFANTILES AÑO 2025";"ILUSTRE MUNICIPALIDAD DE PICHILEMU";"69.091.201-5";"Educación Municipal";"Angel Gaete 365";"Pichilemu";"Región del Libertador General Bernardo O´Higgins";"LE";"Cerrada";"CONTRATO DE SUMINISTRO MATERIALES DE FERRETERIA PARA EL DEPARTAMENTO DE EDUCACION MUNICIPAL ESTABLECIMIENTOS EDUCACIONALES JARDINES INFANTILES AÑO 2025";2025-03-26T16:23:03.527;2025-04-09T16:00:00;2025-04-23T15:00:00;;"CLP";0;0
621-253-LQ25;"FENOTEROL 05 MG10 ML SOL. INY. AMFAM 1000020933";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LQ";"Cerrada";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-03-18T11:53:15.047;2025-04-09T16:00:00;2025-05-14T17:30:00;152222944;"CLP";0;0
5158-9-LE25;"Remodelación Camarines y Baños C. Andrés Bello ULS";"UNIVERSIDAD DE LA SERENA";"70.783.100-6";"DIRECCION DE SERVICIOS";"";"";"Región de Coquimbo";"LE";"Cerrada";"Se requiere, contratar la Obras denominada “Remodelación Camarines y Baños C.A.B ULS2395 de la Universidad de La Serena”, de conformidad a lo indicado en las Bases tanto Técnicas como Administrativas.";2025-03-30T15:03:16.51;2025-04-09T16:00:00;2025-05-26T18:00:00;48500000;"CLP";0;0
1605-35-LQ25;"LP-3208 Mantención preventiva correctiva climatiza";"SERVICIO DE IMPUESTOS INTERNOS DIRECCION";"60.803.000-K";"SII Dirección Nacional";"Agustinas 1269, Piso 2";"Santiago";"Región Metropolitana de Santiago";"LQ";"Cerrada";"LP-3208 Mantención preventiva correctiva climatiza";2025-03-20T11:35:33.73;2025-04-09T16:00:00;2025-07-09T14:25:00;;"CLF";0;0
4192-45-LP25;"MEJORAMIENTO DE VEREDAS CALLE JUAN MARTÍNEZ";"I MUNICIPALIDAD DE CALDERA";"69.030.300-0";"Secpla";"Cousiño 395";"Caldera";"Región de Atacama";"LP";"Cerrada";"Las presentes bases tienen por objetivo determinar y definir las condiciones generales que se deberán tener presente en la licitación para proyecto “MEJORAMIENTO DE VEREDAS CALLE JUAN MARTÍNEZ, ENTRE AVENIDA ARICA Y CALLE EL SALVADOR, CALDERA 2024, en la comuna de Caldera. La presente licitación, y los derechos y obligaciones de las partes se regularán por los presentes términos de referencia administrativos, las especificaciones técnicas, las aclaraciones y la respectiva oferta. Supletoriamente se aplicará la Ley de Compras Públicas N°19.886 y su respectivo Reglamento.";2025-03-20T17:30:00;2025-04-09T16:00:00;2025-04-30T17:00:00;88130470;"CLP";0;0
2157-37-LQ25;"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MESAS QUIRURGICAS";"SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO";"61.602.295-4";"2157 Licitaciones HTC - ADM PRINCIPAL";"Roosevelt N°1582";"Concepción";"Región del Biobío";"LQ";"Cerrada";"Se requiere MANTENIMIENTO PREVENTIVO, CORRECTIVO, ACCESORIOS Y REPUESTOS DE MESAS QUIRURGICAS por el periodo de 24 MESES o hasta que se consuma la totalidad del presupuesto, según lo primero que ocurra.";2025-03-17T15:27:00;2025-04-09T15:34:00;2025-05-16T15:36:00;154000000;"CLP";0;0
4731-3-LE25;"Mejoramiento pintura exterior Municipalidad Cholch";"MUNICIPALIDAD DE CHOLCHOL";"69.265.000-k";"Municipal";"Pinto S/N";"Chol Chol";"Región de la Araucanía";"LE";"Cerrada";"Se requiere contratar el servicio de mantención y mejoramiento de pintura exterior del Edificio Municipal de la Comuna de Cholchol. Según lo establecido en las Bases Administrativas, especificaciones técnicas y anexos. Aprobados mediante Decreto Exento N 607 de fecha 04.04.2025";2025-04-04T14:18:19.68;2025-04-09T15:57:00;2025-04-09T16:21:00;20000000;"CLP";0;0
609-9-LE25;"E102RT9 ADMINISTRACIÓN CASAS DE HUÉSPEDES";"INSTITUTO DE DESARROLLO AGROPECUARIO";"61.307.000-1";"Instituto de Desarrollo Agropecuario - INDAP";"Agustinas #1465";"Santiago";"Región Metropolitana de Santiago";"LE";"Cerrada";"Se requiere de la contratación de un oferente que provea los servicios de administración casas de huéspedes Alameda y Bulnes de INDAP";2025-03-24T15:24:00;2025-04-09T15:30:00;2025-04-30T18:00:00;;"CLP";0;0
2904-10-LE25;"ADQUISICIÓN REPUESTO PARA EXCAVADORA - MUNICIPALIDAD DE HUALAIHUÉ";"I MUNICIPALIDAD DE HUALAIHUE";"69.252.200-1";"DEPARTAMENTO DE ADMINISTRACION";"21 DE SEPTIEMBRE   450";"Hualaihué";"Región de los Lagos";"LE";"Cerrada";"Corresponde a la adquisición de repuesto para excavadora municipal Caterpillar Modelo 323D2 año 2018.";2025-04-04T14:25:54.857;2025-04-09T15:30:00;2025-04-16T19:53:00;11307000;"CLP";0;0
1133592-10-LE25;"ADQ. Y SERV. ACTUAL. SIST. CÁMARAS ROBOT PREF.GOPE";"DIRECCION DE LOGISTICA DE CARABINEROS";"60.505.000-K";"PREFECTURA GOPE";"AV. LIBERTADOR B O’HIGGINS NRO.1196, PISO 10";"Santiago";"Región Metropolitana de Santiago";"LE";"Cerrada";"ADQUISICIÓN DEL SERVICIO DE REPARACIÓN Y ACTUALIZACIÓN DEL SISTEMA DE MONITOREO DE CÁMARAS DEL ROBOT 9XS DE LA PREFECTURA DE OPERACIONES ESPECIALES GOPE";2025-04-02T13:46:35.533;2025-04-09T15:10:00;2025-04-11T15:11:00;27965100;"CLP";0;0
3264-3-LE25;"MANTENIMIENTO Y LIMPIEZA DE PLANTAS DE TRATAMIENTO FOSAS SÉPTICAS Y CIRCUITO DE ALCANTARILLADO IIIra ZONA NAVAL PUNTA ARENAS";"DIRECCION DE ABASTECIMIENTO DE LA ARMADA";"61.102.036-8";"DEPTO. DE OBRAS Y CONSTRUCCIONES DE LA IIIa Z.N.";"AVDA. MANUEL BULNES Nº 05376";"Punta Arenas";"Región de Magallanes y de la Antártica";"LE";"Cerrada";"La Comandancia en Jefe de la Tercera Zona Naval, solicita efectuar el Mantenimiento y Limpieza de Plantas de Tratamiento, Fosas Sépticas y Circuito de Alcantarillado, dependientes del Departamento de Obras y Construcciones de la IIIra. Zona Naval, asignando los recursos para su financiamiento";2025-03-31T15:07:19.63;2025-04-09T15:20:00;2025-04-18T14:27:00;54459162;"CLP";0;0
1261592-15-LE25;"SERVICIO PRÓTESIS DENTALES PARA CMDS ANTOFAGASTA";"CORP MUNICIPAL DE DESARROLLO SOCIAL DE A";"71.102.600-2";"UNIDAD TÉCNICA DIRECCIÓN DE SALUD";"AVENIDA ARGENTINA 1595 – II PISO";"Antofagasta";"Región de Antofagasta";"LE";"Cerrada";"Contar con la confección de prótesis removibles, totales o parciales realiza por rehabilitadores orales, por lo que se requiere de la compra de servicios de laboratorio dental para la confección de prótesis acrílicas y prótesis con base metálica.";2025-03-27T08:57:02.75;2025-04-09T15:30:00;2025-06-11T19:49:00;;"CLP";0;0
993-34-LE25;"Servicio de Arriendo Baños Quimicos";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - II Región - Dirección Regional";"21 de Mayo, N° 470, 3er piso";"Antofagasta";"Región de Antofagasta";"LE";"Cerrada";"Servicio de Arriendo y Mantención de Baños Químicos";2025-04-01T16:12:40.527;2025-04-09T15:02:00;2025-04-23T19:00:00;55000000;"CLP";0;0
2483-68-LP25;"SERVICIO DE PRODUCCIÓN Y DESARROLLO DE EVENTOS MUNICIPALES 2025 COMUNA DE QUILICURA";"I MUNICIPALIDAD DE QUILICURA";"69.071.300-4";"DEPARTAMENTO COMPRAS PÚBLICAS";"";"";"Región Metropolitana de Santiago";"LP";"Cerrada";"SERVICIO DE PRODUCCIÓN Y DESARROLLO DE EVENTOS MUNICIPALES 2025, COMUNA DE QUILICURA";2025-03-20T17:07:01.327;2025-04-09T15:01:00;2025-05-30T18:00:00;;"CLP";0;0
2263-14-LP25;"Material Granular Malleco Nahuelbuta 8 2025- CCI Estadio Traiguen";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - IX Región - Provincia de Malleco";"Lautaro 17";"Angol";"Región de la Araucanía";"LP";"Cerrada";"Material Granular Malleco Nahuelbuta 8 2025- CCI Estadio Traiguen";2025-03-25T17:07:05.067;2025-04-09T15:02:00;2025-04-10T15:03:00;;"CLP";0;0
6-69-O124;"MEJORAMIENTO U. EUROPEA, R. LAGOS Y D. CUBILLOS";"SERVICIO DE VIVIENDA Y URBANIZACION I REGION";"61.838.000-9";"SERVIU I Región";"Patricio Lynch Nº 50";"Iquique";"Región de Tarapacá";"O1";"Cerrada";"MEJORAMIENTO U. EUROPEA, R. LAGOS Y D. CUBILLOS, ALTO HOSPICIO, TRAMOS R. LAGOS Y D. CUBILLOS 1° ETAPA DE EJECUCIÓN";2024-12-31T11:42:00;2025-04-09T15:01:00;2025-05-09T20:00:00;;"CLF";0;0
1591-4-LE25;"ADMINISTRACIÓN POR VOUCHER PARA LA PROVISIÓN DEL SERVICIO DE SALA CUNA";"SERVICIO NACIONAL DE TURISMO";"60.704.000-1";"Servicio Nacional de Turismo - Sernatur";"";"";"Región Metropolitana de Santiago";"LE";"Cerrada";"Otorgar a los/as funcionarios/as del Servicio Nacional de Turismo, con hijos/as menores de 2 años, el derecho a sala cuna entre los años 2025 y 2028, asegurando las mejores condiciones y entregando educación de buena calidad pertinente para los menores.";2025-03-26T15:27:00;2025-04-09T15:00:00;2025-04-25T09:59:00;46851098;"CLP";0;0
2983-2-LE25;"CONTRATO SERVICIO ASEO PDI NATALES 2025-2026";"POLICIA DE INVESTIGACIONES DE CHILE";"60.506.000-5";"LOGISTICA PUNTA ARENAS";"ERRAZURIZ  977";"Punta Arenas";"Región de Magallanes y de la Antártica";"LE";"Cerrada";"CONTRATO SERVICIO ASEO COMPLEJO POLICIAL PDI NATALES PERIODO 2025 - 2026.";2025-03-26T16:19:00;2025-04-09T15:00:00;2025-04-28T17:30:00;66600000;"CLP";0;0
750998-12-LQ25;"SERVICIOS INFORMÁTICOS PARA LA GESTIÓN MUNICIPAL";"I MUNICIPALIDAD DE LO ESPEJO";"69.255.100-1";"Departamento de Licitaciones";"Av. Central Cardenal Raúl Silva Henríquez N° 8321";"Lo Espejo";"Región Metropolitana de Santiago";"LQ";"Cerrada";"La Municipalidad de lo Espejo requiere contratar los servicios Informáticos de Gestión Municipal, que den respuesta a los desafíos de modernización que debe enfrentar la gestión Municipal.";2025-03-28T16:40:16.507;2025-04-09T15:00:00;2025-05-12T16:00:00;;"CLP";0;0
5196-8-LE25;"RAAA PM 16 SERV. REPAR. TECHUMBRE DEL POLICLINICO";"FUERZA AEREA DE CHILE COMANDO LOGISTICO";"61.978.670-K";"IIª Brigada Aérea";"AVENIDA DIEGO BARROS ORTIZ 2300, PUDAHUEL";"Pudahuel";"Región de Valparaíso";"LE";"Cerrada";"RAAA PM 16 SERV. REPAR. TECHUMBRE DEL POLICLINICO";2025-03-27T10:47:27.247;2025-04-09T15:00:00;2025-05-02T16:30:00;42000000;"CLP";0;0
1802-8-LE25;"INTERNET DEDICADO FIBRA OPTICA HOGARES INDIGENAS";"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA";"60.908.000-0";"Junaeb Región de La Araucania";"Vicuña Mackenna 214";"Temuco";"Región de la Araucanía";"LE";"Cerrada";"servicios de internet dedicado con fibra óptica, canal propio y servicio de Wifi, para hogares indígenas ubicados según detalle: •	Hogar Pelontuwe, dirección Avenida las Encinas 01020 Temuco. •	Hogar Purram, dirección Pasaje Viertel 549, Temuco.  •	Hogar Newen Kimün, dirección Pasaje Viertel 550 Temuco. •	Hogar Pewenche, dirección calle Freire 195, Temuco. •	Hogar Centro Cultural, dirección El Lampalagua 525, Temuco. •	Hogar Lawen Mapu, dirección Queule 093, Padre las Casas.";2025-03-25T10:53:14.647;2025-04-09T15:00:00;2025-05-02T15:00:00;;"CLP";0;0
1057539-74-LE25;"Convenio Suministro Insumos Test del Sudor";"HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI";"61.975.100-0";"Bienes y Servicios";"";"";"Región de los Lagos";"LE";"Cerrada";"Por medio de la solicitud de compra N°05, de fecha 19 de febrero de 2025 del Departamento de Apoyo Diagnóstico y Terapéutico, surge la necesidad de contar con un convenio de suministro de insumos para el desarrollo de test del sudor con equipo en comodato para dar continuidad al examen para el apoyo diagnóstico del programa nacional de fibrosis quística, para el Hospital de Puerto Montt, razón por la cual se convoca a la presente licitación.";2025-03-28T09:58:44.35;2025-04-09T15:00:00;2025-07-02T15:00:00;50182889;"CLP";0;0
4809-23-LE25;"PERFIL ANGULO Y PLANCHAS DE FE NEGRO";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - IX Región - Provincia de Cautín";"Avenida Prat 712 (ENTRE PISO),  Oficina Provincial.";"Temuco";"Región de la Araucanía";"LE";"Cerrada";"La Dirección de Vialidad Provincia de Cautín, solicita ofertas para la adquisición de PERFIL ANGULO Y PLANCHAS DE FE NEGRO para Obras del Programa CCI, el Área de CCI Oficina Provincial Cautín Dirección Regional de Vialidad Región de La Araucanía.  Conforme a los requerimientos administrativos y técnicos descritos en las presentes Bases de Licitación";2025-03-27T17:57:59.82;2025-04-09T15:00:00;2025-04-18T16:24:00;7603148;"CLP";0;0
727202-23-LE25;"MEJORAMIENTO INTEGRAL ÁREA VERDE ESTACIÓN HUANCARA";"I MUNICIPALIDAD DE VICUNA";"69.040.500-8";"Secplan";"San Martín N° 275, Vicuña";"Vicuña";"Región de Coquimbo";"LE";"Cerrada";"DICHO PROYECTO SE ENMARCA EN LA NECESIDAD DE UN ESPACIO PÚBLICO SEGURO PARA LA COMUNIDAD .";2025-03-27T15:42:38.283;2025-04-09T15:00:00;2025-05-10T23:59:00;63794000;"CLP";0;0
1271359-34-LQ25;"CONVENIO DE SUMINISTRO DE INSUMOS MEDICOS";"CORP MUNICIPAL DE DESARROLLO SOCIAL DE LAMPA";"70.954.200-1";"LICITACIONES";"Sargento aldea 898";"Lampa";"Región Metropolitana de Santiago";"LQ";"Cerrada";"La Corporación Municipal de Desarrollo Social de Lampa mediante el Departamento de Abastecimiento, solicita la contratación de convenio de suministro de insumos médicos, con la finalidad de abastecer la Droguería Comunal, los Centros de Salud Familiar (CESFAM) y Centros Comunitarios de Salud Familiar (CECOSF) de la comuna, destinados a la utilización de tratamiento médico para sus usuarios.";2025-03-21T17:16:27.97;2025-04-09T15:00:00;2025-05-07T20:00:00;;"CLP";0;0
1057492-44-LE25;"SUMINISTRO DE KIT CATÉTER PERCUTÁNEO DOBLE LUMEN Y";"HOSPITAL ORIENTE DR LUIS TISNE BROUSSE";"61.959.800-8";"HOSPITAL ORIENTE DR LUIS TISNE BROUSSE";"";"";"Región Metropolitana de Santiago";"LE";"Cerrada";"SUMINISTRO DE KIT CATÉTER PERCUTÁNEO DOBLE LUMEN Y APÓSITO DE GASA TEJIDA";2025-03-28T11:53:00;2025-04-09T15:00:00;2025-06-09T15:00:00;;"CLP";0;0
514862-24-LE25;"ECOGRAFIA GINECOLOGICA OBSTETRICA SLP 10031622";"CORPORACION MUNICIPAL DE PENALOLEN PARA EL DESARROLO SOCIAL CORMUP";"71.234.100-9";"CORPORACION MUNICIPAL DE PENALOLEN PARA EL DESARRO";"AVDA. ORIENTALES N°6958";"Peñalolén";"Región Metropolitana de Santiago";"LE";"Cerrada";"ECOGRAFIA GINECOLOGICA OBSTETRICA PARA USUARIAS DE LOS CESFAM DE LA CORPORACION MUNICIPAL DE PEÑALOLEN SLP 10031622";2025-03-20T08:53:10.857;2025-04-09T15:00:00;2025-05-08T18:46:00;43000000;"CLP";0;0
1002588-19-LP25;"Servicio control de plagas SLEP Puerto Cordillera";"SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA";"61.999.320-9";"SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA";"MANUEL RODRIGUEZ, N°893, COQUIMBO";"Coquimbo";"Región de Coquimbo";"LP";"Cerrada";"Servicio de desinsectación, desratización, sanitización y control de plagas para los establecimientos educacionales del SLEP Puerto Cordillera";2025-03-20T15:49:28.393;2025-04-09T15:00:00;2025-05-09T15:00:00;85000000;"CLP";0;0
1217466-10-L125;"Registro e inventario colección de pintura y estampas del MHN";"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL";"60.905.003-9";"MUSEO HISTÓRICO NACIONAL DOS";"PLAZA DE ARMAS 951";"Santiago";"Región Metropolitana de Santiago";"L1";"Cerrada";"El Museo Histórico Nacional necesita contar con los servicios profesionales, según bases administrativas, técnicas y sus anexos obligatorios .";2025-04-03T10:40:21.627;2025-04-09T15:00:00;2025-04-12T18:00:00;6000000;"CLP";0;0
1003473-48-LE25;"CONTRATO DE SUMINISTRO DE SENSORES DE EEG PARA MONITOREO DEL ÍNDICE BIESPECTRAL CON EQUIPO ASOCIADO";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO";"61.606.903-9";"INSUMOS CLINICOS";"";"";"Región del Maule";"LE";"Cerrada";"El Hospital San Juan de Dios de Curicó, requiere suscribir un contrato de suministro con equipo asociado para la Unidad de Paciente Crítico (UPC), a objeto de satisfacer adecuadamente la demanda de estos.";2025-03-26T17:01:00;2025-04-09T15:00:00;2025-06-17T17:30:00;60000000;"CLP";0;0
889-5-LE25;"Conserv. estaciones fluviométricas T Fuego";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección General de Aguas - XII Región";"Croacia 722, piso 6";"Punta Arenas";"Región de Magallanes y de la Antártica";"LE";"Cerrada";"Se requiere la conservación de las estaciones fluviométricas Río Side en Cerro Sombrero, Río Oro en Bahía San Felipe, Río Caleta en Tierra del Fuego, Río Betbeder en desembocadura, Río Oscar en Bahía San Felipe, Río Grande en Tierra del Fuego, Río Rasmussen en frontera";2025-03-27T12:22:38.223;2025-04-09T15:00:00;2025-04-28T15:00:00;;"CLP";0;0
1271359-57-L125;"ADQUISICIÓN DE MEDICAMENTOS";"CORP MUNICIPAL DE DESARROLLO SOCIAL DE LAMPA";"70.954.200-1";"LICITACIONES";"Ismael carmona 976, Lampa";"Lampa";"Región Metropolitana de Santiago";"L1";"Cerrada";"La Corporación Municipal de Desarrollo Social de Lampa mediante el Departamento de Abastecimiento, solicita la adquisición de medicamentos, con la finalidad de abastecer la Droguería Comunal, los Centros de Salud Familiar (CESFAM), Centros Comunitarios de Salud Familiar (CECOSF) y Centro Comunitario de Salud Mental (COSAM) de la comuna, destinados a la utilización de tratamiento médico para sus usuarios.";2025-03-27T14:45:54.57;2025-04-09T15:00:00;2025-04-21T20:00:00;;"CLP";0;0
3797-24-LE25;"SERVICVIO DE PREUNIVERSITARIO PAES 2025";"I MUNICIPALIDAD DE COCHRANE";"69.254.500-1";"I MUNICIPALIDAD DE COCHRANE";"calle esmeralda 398";"Cochrane";"Región Aysén del General Carlos Ibáñez del Campo";"LE";"Cerrada";"Objetivo: La Ilustre Municipalidad de Cochrane, teniendo en cuenta el compromiso con las y los jóvenes de la comuna y su desarrollo académico profesional, requiere contratar el servicio de preuniversitario para la preparación de los 4tos medios del Liceo Bicentenario Austral Lord Cochrane de cara a la PAES 2025.";2025-04-01T15:35:00;2025-04-09T15:00:00;2025-04-14T17:15:00;;"CLP";0;0
