codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
621-30-LR25;"TOBRAMDEXAMET 31MG SUSP.OFT FRA 3 A5ML 1000020564";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"Desierta (o art. 3 ó 9 Ley 19.886)";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-01-08T12:19:24.247;2025-02-11T16:00:00;2025-04-09T13:24:37.05;1011505968;"CLP";0;0
812030-8-LQ24;"BIFONAZOL Y OTROS MEDICAMENTOS";"HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ";"65.075.485-9";"medicamentos, oxigeno y trauma";"FROILAN ROA 6542";"La Florida";"Región Metropolitana de Santiago";"LQ";"Desierta (o art. 3 ó 9 Ley 19.886)";"Las presentes bases de licitación son formuladas para establecer la regulación del proceso de adquisición de BIFONAZOL Y OTROS MEDICAMENTOS PARA EL HOSPITAL LA FLORIDA, y reglamentan entre otros aspectos las condiciones que deben cumplir las ofertas, las etapas del proceso licitatorio, su forma de evaluación y adjudicación, las condiciones de los contratos, y todos los aspectos necesarios para el correcto proceso de adquisición.";2024-01-26T10:58:31.653;2024-02-15T16:00:00;2025-04-09T09:49:52.067;;"CLP";0;0
1057415-22-L125;"ADQUISICIÓN DE ZAPATOS DE SEGURIDAD";"SERVICIO SALUD BIO BIO HOSPITAL NACIMIENTO";"61.602.220-2";"Bienes y Servicios";"Avenida Octavio Jara Wolff S/N, Población Lautaro";"Nacimiento";"Región del Biobío";"L1";"Desierta (o art. 3 ó 9 Ley 19.886)";"El Hospital Familiar y Comunitario de Nacimiento, realiza el presente llamado a Licitación para efectuar la adquisición de zapato de seguridad para el servicio de urgencia, a través de solicitudes de adquisición HFCN 33750 respectivamente.";2025-03-13T09:17:58.97;2025-03-25T16:15:00;2025-04-09T09:21:10.213;1000000;"CLP";0;0
1079516-6-LE25;"BANDERAS NACIONALES E INSTITUCIONALES";"DIRECCION DE LOGISTICA DE CARABINEROS";"61.979.360-9";"SECCIÓN COMPRAS ZONA DE CARABINEROS VALPARAISO";"AV. EL LITORAL NRO. 335, COMUNA DE SANTO DOMINGO";"Santo Domingo";"Región de Valparaíso";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"ADQUISICIÓN DE BANDERAS NACIONALES E INSTITUCIONALES PARA LA ZONA DE CARABINEROS VALPARAÍSO";2025-03-26T15:31:03.107;2025-04-07T17:00:00;2025-04-09T11:53:51.947;;"CLP";0;0
761391-42-LE25;"DRH02GUBCGSSERVICIO DE SISTEMA DE SELECCIÓN DE PRUEBAS PARA CONDUCTAS CONTRAPRODUCTIVAS DEL PERSONAL";"FUERZA AEREA DE CHILE COMANDO LOGISTICO";"61.103.032-0";"Base Aérea El Bosque";"Gran Av. José Miguel Carrera Nº 10.525 Par. 32 1/2, El Bosque, Región Metropolitana de Santiago";"El Bosque";"Región Metropolitana de Santiago";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"PLATAFORMA PARA LA EJECUCIÓN DE LOS PROCESOS PARA LA SELECCIÓN DEL PERSONAL.";2025-02-28T15:15:34.457;2025-03-10T15:00:00;2025-04-10T16:30:00;8925000;"CLP";0;0
4475-11-LE25;"2do llamado Serv. alimen. alumnos internado LEL";"I.MUNICIPALIDAD DE ROMERAL";"69.100.200-4";"Educación";"Pasaje Luis Saiz 196";"Romeral";"Región del Maule";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"Segundo llamado Servicio alimentación para alumnos del internado año escolar 2025 para Escuela Luis Escobar Lara";2025-03-04T12:29:53.637;2025-03-10T15:00:00;2025-04-10T15:00:00;18000000;"CLP";0;0
4337-11-L125;"CS Servicio de lavandería CESFAM Renaico.";"I MUNICIPALIDAD DE RENAICO";"69.180.400-3";"Consultorio - Farmacia";"Cornelio Olsen N° 398";"Renaico";"Región de la Araucanía";"L1";"Desierta (o art. 3 ó 9 Ley 19.886)";"Generar convenio de suministro para servicio de lavandería.";2025-04-03T10:47:16.65;2025-04-09T12:25:00;2025-04-10T12:26:00;8000;"CLP";0;0
4337-10-L125;"CS Fumigación y desratización CESFAM y CECOSF.";"I MUNICIPALIDAD DE RENAICO";"69.180.400-3";"Consultorio - Farmacia";"Cornelio Olsen N° 398";"Renaico";"Región de la Araucanía";"L1";"Desierta (o art. 3 ó 9 Ley 19.886)";"Generar Convenio de Suministro para fumigación y desratización en el Departamento de Salud Municipal de Renaico y sus servicios dependientes.";2025-04-03T09:18:24.42;2025-04-09T10:55:00;2025-04-10T10:56:00;1785000;"CLP";0;0
2942-3-LE25;"SERVICIO DE ARRIENDO DE AMBULANCIA";"I MUNICIPALIDAD DE SAN PABLO";"69.210.202-9";"Salud";"Bolivia 498";"San Pablo";"Región de los Lagos";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"ADQUISICION DE ARRIENDO DE AMBULANCIA PARA CESFAM EN CASO DE REQUERIR, SEGUN BASES ADMINISTRATIVAS.";2025-03-18T16:11:01.243;2025-03-28T15:34:00;2025-04-10T15:35:00;;"CLP";0;0
3978-58-LR24;"CONSERVACIÓN CAMINO LAS OBRAS Q-641 SANTA BÁRBARA";"I MUNICIPALIDAD DE SANTA BARBARA";"69.170.200-6";"Direccion De Secplan";"";"";"Región del Biobío";"LR";"Desierta (o art. 3 ó 9 Ley 19.886)";"Consiste en la Conservación del camino Las Obras, con superficie pavimentada mediante tratamiento superficial doble dts. El camino Las Obras tiene tránsito en ambos sentidos. Se conservará y sanearán las obras de arte, obras de drenaje y la señalética para la seguridad vial.";2025-01-31T21:31:00;2025-03-10T15:00:00;2025-04-09T17:30:00;1220712000;"CLP";0;0
4513-5-LQ25;"“SERVICIOS DE ADQUISICION EN MODALIDAD DE ARRIENDO IMPLEMANTACION Y MANTENIMIENTO DE LOS SISTEMAS INFORMATICOS PARA LA GESTION DE LA MUNICIPALIDAD DE RENAICO DEPARTAMENTO DE EDUCACION Y DEPARTAMENTO DE SALUD MUNICIPAL”";"I MUNICIPALIDAD DE RENAICO";"69.180.400-3";"Adquisiciones";"Comercio 206";"Renaico";"Región de la Araucanía";"LQ";"Desierta (o art. 3 ó 9 Ley 19.886)";"“SERVICIOS DE ADQUISICION EN MODALIDAD DE ARRIENDO IMPLEMANTACION Y MANTENIMIENTO DE LOS SISTEMAS INFORMATICOS PARA LA GESTION DE LA MUNICIPALIDAD DE RENAICO DEPARTAMENTO DE EDUCACION Y DEPARTAMENTO DE SALUD MUNICIPAL”";2025-03-07T12:52:45.303;2025-03-28T15:07:00;2025-04-10T11:08:00;;"CLP";0;0
5556-5-LE25;"SERVICIO DE ATENCIÓN A PARTICIPANTES PROGRAMA DE PREVENCIÓN - INSTITUTO DE SEGURIDAD LABORAL REGIÓN DEL MAULE";"INSTITUTO DE SEGURIDAD LABORAL";"61.533.000-0";"ISL Región del Maule";"Teatinos N° 726, Santiago";"Santiago Centro";"Región del Maule";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"E1O2RT9: SERVICIO DE ATENCIÓN A PARTICIPANTES PROGRAMA DE PREVENCIÓN - INSTITUTO DE SEGURIDAD LABORAL REGIÓN DEL MAULE.";2025-03-10T09:38:52.037;2025-03-20T16:00:00;2025-04-10T09:59:37.277;10000000;"CLP";0;0
3958-43-L125;"MONITOR/A DE BANDA PARA TALLER DE LICEO PABLO NERUDA";"I MUNICIPALIDAD DE NAVIDAD";"69.073.800-7";"Unidad de Educacion";"Juan Montes #693 Liceo Pablo Neruda";"Navidad";"Región del Libertador General Bernardo O´Higgins";"L1";"Desierta (o art. 3 ó 9 Ley 19.886)";"DAEM de la Ilustre Municipalidad de Navidad, requiere adquirir el servicio de Monitor/a de banda para taller en Liceo Pablo Neruda. Esta adquisición se encuentra en el Plan de Compras 2025 de la entidad. El proveedor deberá ejecutar el servicio a partir de abril de 2025, considerando la necesidad de cobertura de 6 horas semanales de taller, que se traduce en 230 horas para el año 2025.";2025-04-03T17:41:58.867;2025-04-08T09:21:00;2025-04-10T09:21:00;3000000;"CLP";0;0
1797-7-LE25;"SERVICIO DE ATENCIÓN MÉDICA EN EL ÁREA DE OFTALMOLOGÍA PARA EL PROGRAMA DE SERVICIOS MÉDICOS AÑO 2025 PARA LA REGIÓN DE COQUIMBO";"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA";"60.908.000-0";"Junaeb Región de Coquimbo";"REGIMIENTO COQUIMBO N°989.";"Coquimbo";"Región de Coquimbo";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"Contratar el Servicio de Atención Médica en el área de Oftalmología a realizarse en las comunas urbanas y rurales a nivel regional para los beneficiarios del Programa de Servicios Médicos de la Junta Nacional de Auxilio Escolar y Becas, para el año 2025.";2025-03-06T18:02:00;2025-03-26T15:00:00;2025-04-09T19:00:00;17280000;"CLP";0;0
1663-59-LE25;"Mantenimiento Sistema de Extinción de Incendios";"SERVICIO DE SALUD CHILOE";"61.602.276-8";"Hospital de Quellón";"";"";"Región de los Lagos";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"Mantenimiento Preventivo Sistema de Extinción de Incendios NHQ, para asegurar que todos los equipos y componentes de los sistemas de protección contra incendios estén operativos, en perfecto estado y listos para su suso en caso de emergencia.";2025-03-03T16:52:51.89;2025-03-13T17:00:00;2025-04-09T17:43:43.443;;"CLP";0;0
621-25-LR25;"DOMPERIDONA 10 MG CMCM RECCP 1000020560";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"Desierta (o art. 3 ó 9 Ley 19.886)";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-01-08T14:47:34.413;2025-02-07T16:00:00;2025-04-09T17:28:57.58;1062421100;"CLP";0;0
966131-18-LE25;"Mejoramiento Revestimientos Piso y Pintura muros Oficinas SECPLAN. Ilustre Municipalidad de Castro";"I MUNICIPALIDAD DE CASTRO";"69.230.400-4";"SECPLAN";"Blanco Encalada 273";"Castro";"Región de los Lagos";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"La necesidad de mejorar los espacios correspondientes al departamento de SECPLAN de la Ilustre Municipalidad de Castro";2025-03-24T12:50:27.347;2025-04-03T13:00:00;2025-04-09T17:13:30.577;9000000;"CLP";0;0
621-172-LE25;"BASTON CANADIEN COD FIJA TALLA S M L CAJ1UN 1000020758";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-02-19T11:47:27.01;2025-03-06T16:00:00;2025-04-09T17:30:00;10186067;"CLP";0;0
894863-23-LE25;"SERVICIO FTO MONTE EVEREST COMUNA DE LOS VILOS";"SERVICIO DE VIVIENDA Y URBANIZACION IV REGION";"61.816.000-9";"Propuestas y Contratos";"Almagro 372";"La Serena";"Región de Coquimbo";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"el SERVIU Región de Coquimbo requiere contratar el servicio de Fiscalización Técnica De Obras (FTO) Para El Proyecto Modalidad Construcción En Nuevos Terrenos (CNT) “Monte Everest”, (Código 182615) De La Comuna De Los Vilos, del Programa Fondo Solidario de Elección de Vivienda, regulado por el D.S. N° 49, 2011, MINVU, y sus modificaciones, correspondiente a las disposiciones de la Res. Ex. 490, 2023, MINVU, que regula la prestación de servicio de Fiscalización Técnica de Obras de responsabilidad SERVIU.";2025-02-19T10:15:40.753;2025-03-05T10:00:00;2025-04-09T18:00:00;;"CLF";0;0
3838-6-LE25;"ADQUISICIÓN DE SERVICIO DE DESINSECTACIÓN DESRATIZACIÓN Y SANITIZACIÓN MUNICIPALIDAD DE SANTA CRUZ";"I MUNICIPALIDAD DE SANTA CRUZ";"69.090.600-7";"I MUNICIPALIDAD DE SANTA CRUZ";"";"";"Región del Libertador General Bernardo O´Higgins";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"ADQUISICIÓN DE SERVICIO DE DESINSECTACIÓN, DESRATIZACIÓN Y SANITIZACIÓN MUNICIPALIDAD DE SANTA CRUZ. SEGÚN BASES ADMINISTRATIVAS, BASES TÉCNICAS Y FORMATOS ADJUNTOS.";2025-01-31T15:22:19.07;2025-02-13T09:00:00;2025-04-09T16:53:23.93;9300000;"CLP";0;0
3909-4-LE25;"EVALUACIONES MEDICAS P.I.E. 2025";"I MUNICIPALIDAD DE RENAICO";"69.180.400-3";"Depto. Educación";"Comercio Nº 206";"Angol";"Región de la Araucanía";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"DADO EL REQUERIMEINTO SE PROCEDE A REALIZAR LA CONTRATACIÓN DE SERVICIO MEDICO FAMILIAR Y MEDICO NEUROLOGICO PARA REALIZAR EVALUACION A LOS DIFERENTES ESTABLECIMIENTO EDUCACIONALES DE LA COMUNA.";2025-03-31T10:45:34.64;2025-04-07T15:00:00;2025-04-09T17:26:49.237;;"CLP";0;0
3793-4-LE25;"CONTRATACION DE SEGUROS PARA DEPTO DE SALUD NANCAG";"I MUNICIPALIDAD DE NANCAGUA";"69.090.400-4";"Salud";"AVDA. JOSE DOMINGO JARAMILLO N° 99";"Nancagua";"Región del Libertador General Bernardo O´Higgins";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"CONTRATACION DE SEGUROS PARA BIENES MUEBLES E INMUEBLES Y VEHICULOS DE DEPTO DE SALUD NANCAGUA";2025-03-26T17:28:31.14;2025-04-07T15:12:00;2025-04-09T17:10:57.073;;"CLP";0;0
1256505-16-LP25;"MEJORAMIENTO DE LA P.T.A.S DE LA ESCUELA ZUÑIGA";"CORPORACION DE DESARROLLO DE LA COMUNA DE SAN VICENTE";"71.015.300-0";"CORPORACION DE DESARROLLO DE LA COMUNA DE SAN VICE";"Calle principal Toquihua N°084, San Vicente de T.T";"San Vicente de Tagua Tagua";"Región del Libertador General Bernardo O´Higgins";"LP";"Desierta (o art. 3 ó 9 Ley 19.886)";"Existe la necesidad de la Corporación de Desarrollo Comuna San Vicente de Tagua Tagua, de requerir “EL MEJORAMIENTO DE LA PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE LA ESCUELA ZUÑIGA”, Establecimiento dependiente de la Corporación de Desarrollo de la Comuna de San Vicente de Tagua Tagua";2025-03-19T15:59:00;2025-04-01T15:33:00;2025-04-09T18:01:11.243;69871564;"CLP";0;0
1126920-19-LE25;"SERVICIO DE CONTROL DE PLAGAS Y SANITIZACIÓN E.E";"SERVICIO LOCAL DE EDUCACION PUBLICA DE COLCHAGUA";"62.000.790-0";"UNIDAD DE ADQUISICIONES";"Casa Central SLEP - Chillán N°894, San Fernando";"San Fernando";"Región del Libertador General Bernardo O´Higgins";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"SERVICIO DE CONTROL DE PLAGAS Y SANITIZACIÓN PARA LOS ESTABLECIMIENTOS EDUCACIONALES Y JARDINES INFANTILES, DEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA COLCHAGUA";2025-03-20T15:15:39.907;2025-03-31T15:00:00;2025-04-09T18:21:52.89;;"CLP";0;0
1057490-17-LE25;"SUMINISTRO DE GASES CLÍNICOS";"Instituto de Neurocirugía";"61.608.407-0";"Bienes y Servicios";"Avda. José Manuel Infante 553";"Providencia";"Región Metropolitana de Santiago";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"SUMINISTRO DE GASES CLÍNICOS";2025-03-28T16:01:37.827;2025-04-04T18:00:00;2025-04-09T18:14:45.373;;"CLP";0;0
1562-16-LE25;"SERVICIO ASEO VIGILANCIA ATENCIÓN PASAJERO";"SERVICIO NACIONAL DE GEOLOGIA Y MINERIA";"61.702.000-9";"Servicio Nacional de Geología y Minería";"Avda. Santa María Nº 0180";"Providencia";"Región de Atacama";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"Que, mediante solicitud de adquisición N°226 de fecha 06 de marzo de 2025, emitida emanada del Departamento de Gestión y Desarrollo de las Personas, del Servicio Nacional de Geología y Minería, se requirió la contratación del servicio de aseo, cuidado, mantención, reparaciones menores y atención al pasajero, de las dependencias del Centro de Veraneo de Bahía Inglesa, las cuales se encuentra ubicadas en calle San Francisco N°389 entre calle Copiapó y san Francisco comuna de Caldera, Región de Atacama, por el período de 12 meses, conforme a lo descrito en la citada solicitud.";2025-03-14T17:27:46.697;2025-03-28T14:00:00;2025-04-09T17:31:00;25000000;"CLP";0;0
1232565-148-LE24;"Adquisición de Equipo de climatización.";"UNIVERSIDAD DE LA SERENA";"70.783.100-6";"DIRECCIÓN DE DESARROLLO ESTRATÉGICO Y CALIDAD";"Benavente 980";"La Serena";"Región de Coquimbo";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"Adquisición de Equipo de climatización. Proyecto ULS 21991, según SC N 45746";2024-12-18T11:26:48.973;2024-12-30T18:35:00;2025-04-09T18:36:00;48000000;"CLP";0;0
1725-18-LE25;"SERVICIOS PERIODÍSTICOS PARA CENTRO DE EXTENSIÓN.";"SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES";"60.901.002-9";"SUBSECRETARIA DE LAS CULTURAS Y LAS ARTES";"SOTOMAYOR 233";"Valparaíso";"Región de Valparaíso";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"SERVICIOS PERIODÍSTICOS PARA LA DIFUSIÓN DE LAS ACTIVIDADES DEL CENTRO DE EXTENSIÓN DEL MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO";2025-01-31T15:55:32.063;2025-02-11T12:00:00;2025-04-09T16:55:16.913;8500000;"CLP";0;0
2655-5-LE25;"SERVICIO DE VIGILANCIA Y SEGURIDAD";"INSTITUTO DE SEGURIDAD LABORAL";"61.533.000-0";"ISL Región Metropolitana";"SAN PABLO 2471 3ER PISO";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"SERVICIO DE VIGILANCIA Y SEGURIDAD, INSTALACIÓN Y MONITOREO DE SEÑALES DE ALARMA Y CAMARAS DE VIGILANCIA PARA LA SUCURSAL UBICADA EN CALLE GENERAL MACKENNA N°1305, LOCAL N°106, COMUNA DE SANTIAGO, REGIÓN METROPOLITANA DEL INSTITUTO DE SEGURIDAD LABORAL.";2025-03-03T15:58:10.28;2025-03-14T15:00:00;2025-04-09T16:00:00;36000000;"CLP";0;0
609-4-LE25;"CONSULTORIA APOYO Y GESTION TMD MONTECARMELO";"INSTITUTO DE DESARROLLO AGROPECUARIO";"61.307.000-1";"Instituto de Desarrollo Agropecuario - INDAP";"Agustinas #1465";"Santiago";"Región Metropolitana de Santiago";"LE";"Desierta (o art. 3 ó 9 Ley 19.886)";"asesoría especializada para apoyar técnicamente a INDAP y la Administración de la Tienda Mundo Rural de Montecarmelo en el desarrollo e implementación de una plataforma de comercio electrónico para la comercialización de productos del tipo Licores Campesinos Productos procesados y Artesanías provenientes de la Agricultura Familiar Campesina e Indígena del país, mediante el concepto Tienda Mundo Rural, acompañando al equipo Administrador en establecer una estrategia comercial, que en forma escalonada incorpore todas las posibilidades de ventas con el objetivo de maximizar el resultado comercial del proyecto, incorporando RR.SS, Marketplace y otros canales factibles";2025-03-11T09:01:37.05;2025-03-21T15:30:00;2025-04-09T16:10:58.427;50000000;"CLP";0;0
