codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
4294-4-LR25;"Prestaciones procedimientos y exámenes médicos ";"COMANDO DE APOYO A LA FUERZA";"65.077.010-2";"Jefatura Ejecutiva de Administración de los Fondos de Salud";"Av. Libertador Bernando O'Higgins N 1449 TORRE 3 PISO 7";"Santiago";"Región Metropolitana de Santiago";"LR";"Cerrada";"Prestaciones, procedimientos y exámenes médicos para la ciudad de Valdivia";2025-02-27T16:15:40.217;2025-03-31T18:00:00;2025-04-26T16:00:00;1000000000;"CLP";0;0
3145-2-LE25;"CORTINAS ROLLER CASINO CAVANCHA SOLTEROS";"FUERZA AEREA DE CHILE COMANDO LOGISTICO";"61.103.023-1";"Ala Base N°4";"Retiro en bodega del Proveedor en la Sucursal. Iquique";"Iquique";"Región de Tarapacá  ";"LE";"Cerrada";"Contratar el servicio de adquisición e instalación de cortinas roller para el Casino  Cavancha Solteros";2025-03-17T14:53:55.42;2025-03-31T18:00:00;2025-04-29T15:00:00;;"CLP";0;0
1079486-5-LE25;"ADQ. DE REPUESTOS PARA VEHICULOS POLICIALES       ";"DIRECCION DE LOGISTICA DE CARABINEROS";"60.505.105-7";"SECCIÓN COMPRAS ZONA DE CARABINEROS ATACAMA";"CHACABUCO N°681, PISO 11 COPIAPO, ATACAMA";"Copiapó";"Región de Atacama ";"LE";"Cerrada";"“ADQUISICIÓN DE REPUESTOS PARA LOS VEHICULOS POLICIALES; Z-8260, AP-2436, RP-6065, RP-6125 Y CM-8422, DE CARGO DE LAS UNIDADES DE LA ZONA DE CARABINEROS ATACAMA.";2025-03-19T15:43:00;2025-03-31T18:00:00;2025-04-08T18:00:00;;"CLP";0;0
4838-4-LE25;"SERVICIO DE ASEO” PARA EL MUSEO CIUDADANO BENJAMÍN";"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL";"60.905.000-4";"MUSEO BENJAMIN VICUÑA MACKENNA";"Vicuña Mackenna N° 94";"Providencia";"Región Metropolitana de Santiago";"LE";"Cerrada";"El objetivo general de las presentes especificaciones técnicas es formalizar los requerimientos necesarios para la licitación del servicio de aseo de las instalaciones del Museo Vicuña Mackenna, que se presentan en el siguiente objetivo específico. 1.	Realizar mantención diaria de las instalaciones del Museo Vicuña Mackenna, considerando un horario de media jornada, de 07:30 a 12:00 horas; por cinco días seguidos, de martes a sábado; por un periodo de 9 meses, de abril a diciembre de 2025; con la presencia de 1 trabajadora aseadora.";2025-03-21T07:51:48.437;2025-03-31T18:00:00;2025-04-08T17:00:00;8000000;"CLP";0;0
2910-12-LE25;"SERVICIO DE IMAGENES DIAGNOSTICAS AÑO 2025";"I MUNICIPALIDAD DE FUTRONO";"69.200.700-k";"Departamento de Salud";"GERMÁN RIESCO 305.";"Futrono";"Región de Los Ríos";"LE";"Cerrada";"El Departamento de Salud Municipal de Futrono–en adelante también “DESAM” o “Depto de Salud”- llama a presentar ofertas para contratar Servicio de imágenes diagnósticas, a contar de la fecha de adjudicación y hasta 31 de diciembre del año 2025.";2025-03-21T10:34:50.243;2025-03-31T17:28:00;2025-05-30T17:29:00;;"CLP";0;0
599-18-LE25;"Servicio de alojamiento y alimentación JUNJI";"JUNTA NACIONAL DE JARDINES         INFANTILES";"70.072.600-2";"JUNTA NACIONAL DE JARDINES         INFANTILES";"Morandé 226";"Santiago";"Región Metropolitana de Santiago";"LE";"Cerrada";"La Junta Nacional de Jardines Infantiles, JUNJI, a través del Departamento de Calidad Educativa, requiere la CONTRATACIÓN DEL SERVICIO DE ALOJAMIENTO Y ALIMENTACIÓN PARA PARTICIPANTES AL ENCUENTRO TÉCNICO Y FERIA DE PROVEEDORES DE LIBROS Y OTROS PARA LA JUNTA NACIONAL DE JARDINES INFANTILES. Ello con el objetivo de realizar un encuentro que permita mantener los altos estándares de calidad del proceso educativo en el contexto del fomento a la lectura en primera infancia, se ha definido que los equipos regionales participen en la capacitación y formación para la selección de títulos por nivel educativo.";2025-03-21T10:38:05.987;2025-03-31T18:00:00;2025-04-21T20:00:00;;"CLP";0;0
3664-6-LE25;"PROGRAMA PARA EL DESARROLLO DE COMPRENSION LECTORA";"I MUNICIPALIDAD DE REQUINOA";"69.081.300-9";"Educación";"Pablo Rubio 499 (DEPARTAMENTO DE EDUCACION)";"Requinoa";"Región del Libertador General Bernardo O´Higgins";"LE";"Cerrada";"PROGRAMA PARA EL DESARROLLO DE LA COMPRENSION LECTORA";2025-03-19T15:25:23.91;2025-03-31T17:25:00;2025-04-09T17:26:00;18500000;"CLP";0;0
3130-2-LQ25;"SUMINISTRO INSUMOS PARA CIRUGÍAS BARIÁTRICAS.";"DIRECCION DE ABASTECIMIENTO DE LA ARMADA";"61.102.029-5";"HOSPITAL DE LAS FF.AA. CIRUJANO GUZMAN";"AVDA. BULNES 0256";"Punta Arenas";"Región de Magallanes y de la Antártica";"LQ";"Cerrada";"Adquirir insumos para la realización de cirugías bariátricas, con equipos en comodato, para el Hospital de las FF.AA. “Cirujano Cornelio Guzmán” de Punta Arenas.";2025-03-10T09:05:25.937;2025-03-31T17:00:00;2025-05-30T17:30:00;160000000;"CLP";0;0
2703-103-L125;"SC 9731 LAMPARAS GINECOLOGICAS. MANTENCION";"I MUNICIPALIDAD DE TALAGANTE";"69.071.800-6";"Dirección de Salud";"Pasaje Quemchi N°1075, Villa Mónaco, Talagante";"";"Región Metropolitana de Santiago";"L1";"Cerrada";"SC 9731 LAMPARAS GINECOLOGICAS. MANTENCION";2025-03-25T16:52:03.44;2025-03-31T17:16:00;2025-04-30T17:17:00;;"CLP";0;0
2669-75-L125;"PTR VB - 61 MEDICAMENTOS FALTANTES FEBRERO 1.13";"I MUNICIPALIDAD DE VITACURA";"69.255.600-3";"SALUD";"INDIANA N° 1195, VITACURA";"Vitacura";"Región Metropolitana de Santiago";"L1";"Cerrada";"COMPRA DE MEDICAMENTOS VITABOTICA FALTANTES FEBRERO 1.13";2025-03-25T21:55:26.97;2025-03-31T23:51:00;2025-05-21T23:52:00;;"CLP";0;0
1057472-36-LE25;"INSUMOS DE GINECOLOGÍA Y OBSTETRICIA HEC.";"HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA";"61.980.320-5";"Bienes y Servicios";"Camino Rinconada N°1201";"Maipú";"Región Metropolitana de Santiago";"LE";"Cerrada";"El Hospital El Carmen Dr. Luis Valentín Ferrada, requiere la contratación de “ADQUISICIÓN DE INSUMOS DE GINECOLOGÍA Y OBSTETRICIA”.";2025-03-21T12:21:58.85;2025-03-31T17:00:00;2025-06-02T18:36:00;;"CLP";0;0
1079713-7-LE25;"ADQUISICIÓN DE REPUESTOS 42 COM. RRPP";"DIRECCION DE LOGISTICA DE CARABINEROS";"53.322.604-3";"SECCIÓN COMPRAS ZONA SANTIAGO ESTE";"AV. GENERAL ALEJANDRO BERNALES  N° 5147";"Ñuñoa";"Región Metropolitana de Santiago";"LE";"Cerrada";"SE REQUIERE LA ADQUISICIÓN DE REPUESTOS PARA EL PARQUE VEHICULAR DEPENDIENTE DE LA 42° COMISARIA RADIOPATRULLAS E INTERVENCIÓN POLICIAL, PARA LA MARCA NISSAN.";2025-03-19T12:08:56.483;2025-03-31T17:00:00;2025-05-06T16:13:00;;"CLP";0;0
1058078-15-LQ25;"Compra de implantes dentales con equipamiento en comodato para el hospital San José de Melipilla";"Hospital de Melipilla";"61.602.123-0";"Fármarcos";"O Higgins 551";"Melipilla";"Región Metropolitana de Santiago";"LQ";"Cerrada";"El Hospital requiere generar un convenio por la Compra de implantes dentales con equipamiento en comodato, para el servicio de odontología del Hospital San José de Melipilla.";2025-03-20T14:24:38.15;2025-03-31T17:00:00;2025-05-31T17:00:00;;"CLP";0;0
4377-33-L125;"EQUIPO COMPUTACIONAL TABLET PARA OLN";"I MUNICIPALIDAD DE SAN ROSENDO";"69.151.100-6";"Ilustre Municipalidad de San Rosendo";"Ibieta 225";"San Rosendo";"Región del Biobío ";"L1";"Cerrada";"EQUIPO COMPUTACIONAL TABLET PARA OLN";2025-03-24T15:10:17.7;2025-03-31T17:00:00;2025-04-01T17:01:00;;"CLP";0;0
2102-18-LP25;"CONV COMPRA SERVICIOS AUXILIARES SERV GENERALES";"SERVICIO NACIONAL DE SALUD HOSPITAL DE LEBU";"61.602.212-1";"Hospital Lebu";"Dr. Octavio Orellana 54";"Lebu";"Región del Biobío ";"LP";"Cerrada";"El Hospital de Lebu, requiere adquirir “Convenio Compra Servicios - Auxiliares de Servicios Generales”, necesarios para su gestión y con el objeto de cubrir las necesidades del establecimiento, de acuerdo a requerimientos especificados en las bases administrativas y técnicas de la presente licitación.";2025-03-21T14:50:27.05;2025-03-31T16:38:00;2025-04-21T16:39:00;207678460;"CLP";0;0
3562-11-LE25;"SERVICIO DE PODA DE ARBOLES DE LA CALERA 2025";"I MUNICIPALIDAD DE LA CALERA";"69.060.300-4";"Secretaria de Planificacion";"Avenida Marathon Nº 312";"La Calera";"Región de Valparaíso ";"LE";"Cerrada";"La Ilustre Municipalidad de La Calera, requiere contratar el servicio de “PODA DE ÁRBOLES DE LA COMUNA DE LA CALERA 2025”, para cuyos efectos invita a personas naturales, jurídicas y uniones temporales de proveedores a formular ofertas conforme a lo dispuesto en las presentes Bases Administrativas y Técnicas.";2025-03-20T16:34:00;2025-03-31T16:15:00;2025-04-01T16:16:00;;"CLP";0;0
2102-19-LE25;"CONVENIO AUXILIAR CENTRAL ALIMENTACION";"SERVICIO NACIONAL DE SALUD HOSPITAL DE LEBU";"61.602.212-1";"Hospital Lebu";"Dr. Octavio Orellana 54";"Lebu";"Región del Biobío ";"LE";"Cerrada";"El Hospital de Lebu, requiere adquirir “CONVENIO COMPRA DE SERVICIO AUXILIAR PARA LA CENTRAL DE ALIMENTACION”, necesarios para su gestión y con el objeto de cubrir las necesidades del establecimiento, de acuerdo a requerimientos especificados en las bases administrativas y técnicas de la presente licitación.";2025-03-21T15:29:04.373;2025-03-31T16:14:00;2025-04-10T16:15:00;67565715;"CLP";0;0
4083-6-LE25;"Adquisición de Equipos Críticos.";"I MUNICIPALIDAD DE CABRERO";"69.151.002-6";"Depto. De Salud";"Las Delicias 355 - Piso 3";"Cabrero";"Región del Biobío ";"LE";"Cerrada";"El objetivo de la presente licitación pública es la Adquisición de Equipamiento Critico para Establecimientos de Salud de la Comuna de Cabrero esto con el fin dar cumplimiento a Ley 21156/2019 (Que establece la obligación de disponer de desfibriladores externos automáticos portátiles y con el fin de garantizar la seguridad de la atención de usuarios de la Comuna de Cabrero, según Orden de Pedido Nº 77 del 20/01/2025  SAR Cabrero y NP N°78  del 24/10/2024 CESFAM Monte Águila, de acuerdo con las presentes Bases Administrativas, Requerimientos Técnicos y Anexos que regulan el proceso licitatorio.  El llamado correspondiente se efectuará a través del sistema de compras y contrataciones públicas contenido en la Ley 19.886 y su Reglamento, a través de la plataforma de la Dirección de Compras Públicas, cuya dirección es http://www.mercadopublico.cl en adelante el “Portal”.";2025-03-20T15:18:29.693;2025-03-31T16:17:00;2025-04-30T16:18:00;;"CLP";0;0
619133-77-LP25;"CONVENIO DE SUMINISTRO INSUMOS ENDOSCOPICOS";"SERVICIO SALUD SAN FELIPE LOS ANDES HOSP";"61.602.038-2";"Hospital San Camilo de San Felipe";"AVENIDA MIRAFLORES 2085";"San Felipe";"Región de Valparaíso ";"LP";"Cerrada";"Las presentes Bases Administrativas rigen el llamado a licitación pública “CONVENIO DE SUMINISTRO INSUMOS ENDOSCOPICOS” del Hospital San Camilo,  ubicado en Av. Miraflores 2085 San Felipe, Quinta región, aplicando los procedimientos establecidos en la Ley de Compras N° 19.886 de la Administración Pública.";2025-03-14T11:58:36.9;2025-03-31T19:54:00;2025-04-01T19:55:00;;"CLP";0;0
2583-65-L125;"SP 96 SECPLA / MATERIALES DE FERRETERIA / KFF";"I MUNICIPALIDAD DE MAIPU";"69.070.900-7";"I. MUNI  MAIPU  DEPARTAMENTO DE ADQUISICIONES";"CALLE EMILIANO LLONA N° 1874";"Maipú";"Región Metropolitana de Santiago";"L1";"Cerrada";"MATERIALES DE FERRETERIA PARA HABILITACION COLEGIO EX MANSO VELASCOS";2025-03-24T18:04:15.7;2025-03-31T16:14:00;2025-04-07T20:14:00;5176287;"CLP";0;0
2263-23-LE25;"Módulos de Vigas Metálicas de 10 Metros - Unidad de Puentes";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - IX Región - Provincia de Malleco";"Lautaro 17";"Angol";"Región de la Araucanía ";"LE";"Cerrada";"Módulos de Vigas Metálicas de 10 Metros - Unidad de Puentes";2025-03-20T13:06:38.553;2025-03-31T16:14:00;2025-04-01T16:15:00;47000000;"CLP";0;0
4429-16-LE25;"SERVICIO LABORATORIO DENTAL PROGRAMA PROTESIS";"MUNICIPALIDAD DE HUALPEN";"69.264.400-k";"Dirección de Salud";"Avenida Colon 9878, Hualpen";"Hualpén";"Región del Biobío ";"LE";"Cerrada";"SERVICIO DE LABORATORIO DENTAL PARA PROGRAMA DE PROTESIS DE LA COMUNA DE HUALPEN AÑO 2025 CONFORME A BASES ADJUNTAS";2025-03-20T12:41:04.267;2025-03-31T16:14:00;2025-05-31T16:15:00;56491325;"CLP";0;0
621-188-LR25;"MORFINA 20MG1ML SOL.INY. AM 1000020860";"CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD";"61.608.700-2";"Compras del Giro 621";"Bodega Proveedor";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"Cerrada";"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD";2025-02-25T12:00:24.313;2025-03-31T16:00:00;2025-05-02T17:30:00;358794042;"CLP";0;0
3764-15-L125;"SERVICIO VETERINARIO E INSUMOS INOCULACION ANTIRRABICA";"I MUNICIPALIDAD DE NANCAGUA";"69.090.400-4";"I MUNICIPALIDAD DE NANCAGUA";"IGNACIO VALDÉS S/N CUNACO";"Nancagua";"Región del Libertador General Bernardo O´Higgins";"L1";"Cerrada";"CONTRATACION DE UN SERVICIO VETERINARIO QUE INCLUYA LA PROVISION DE INSUMOS PARA REALIZAR INOCULACION ANTIRRABICA EN CANINOS Y FELINOS.";2025-03-26T17:29:02.153;2025-03-31T16:03:00;2025-04-03T21:03:00;1500000;"CLP";0;0
5560-4-LE25;"SERVICIO DE ATENCIÓN DE PARTICIPANTES";"INSTITUTO DE SEGURIDAD LABORAL";"61.533.000-0";"ISL Región Aysén General Carlos Ibañez del Campo";"Teatinos N° 726, Santiago";"Santiago Centro";"Región Aysén del General Carlos Ibáñez del Campo";"LE";"Cerrada";"Contratar el servicio de atención de participantes para actividades preventivas de capacitación, formación, jornadas o talleres estratégicos, además de actividades propias del área de atención de usuarios de la Dirección Regional de Aysén, para lo cual es indispensable disponer de un servicio de atención de participantes que permita proveer de alimentación a los participantes de las actividades, que serán realizadas dentro de la Región de Aysén y/o, en dependencias del  Instituto de Seguridad Laboral";2025-03-21T14:26:06.48;2025-03-31T16:00:00;2025-04-21T18:00:00;22500000;"CLP";0;0
359-40-LE25;"SERVICIO DE CONTROL DE ASISTENCIA BIOMÉTRICO";"Instituto Nacional del Cancer";"61.608.404-6";"Inst Nacional del Cancer Adquisiciones";"Av. Profesor Zañartu 1010, Independencia";"Independencia";"Región Metropolitana de Santiago";"LE";"Cerrada";"El Instituto Nacional del Cáncer requiere contratar el arriendo de relojes de control de asistencia biométrico; necesario para el óptimo funcionamiento de sus servicios";2025-03-21T15:08:29.14;2025-03-31T16:00:00;2025-05-05T17:00:00;;"CLP";0;0
4856-15-LE25;"Farmacos e Insumos para Farmacia del Cesfam";"I MUNICIPALIDAD DE TIRUA";"69.160.700-3";"Salud";"Atahualpa N°220";"Tirúa";"Región del Biobío ";"LE";"Cerrada";"Fármacos e Insumos para Farmacia del Cesfam";2025-03-24T10:42:22.183;2025-03-31T16:00:00;2025-04-16T17:00:00;;"CLP";0;0
730920-1-L125;"SERVICIO DE ADQUISICIÓN Y DISTRIBUCIÓN DE BIDONES DE AGUA PURIFICADA, ENTREGA DE DISPENSADORES EN COMODATO PARA EL JUZGADO DE FAMILIA DE MELIPILLA";"CORP ADMINISTRATIVA DEL PODER JUDICIAL";"60.301.001-9";"Jdo de Familia de Melipilla";"Correa 490 - 1 piso";"Melipilla";"Región Metropolitana de Santiago";"L1";"Cerrada";"SERVICIO DE ADQUISICIÓN Y DISTRIBUCIÓN DE BIDONES DE AGUA PURIFICADA, ENTREGA DE DISPENSADORES EN COMODATO PARA EL JUZGADO DE FAMILIA DE MELIPILLA";2025-03-18T09:43:17.107;2025-03-31T16:00:00;2025-04-30T13:50:00;;"CLF";0;0
3334-8-LE25;"Suministro de lubricantes filtros y accesorios";"I MUNICIPALIDAD DE LA UNION";"69.200.800-6";"Ilustre Municipalidad de La Unión";"RAMIREZ N° 706";"La Unión";"Región de Los Ríos";"LE";"Cerrada";"El Departamento de Salud de la Ilustre Municipalidad de La Unión requiere establecer un contrato de suministro de lubricantes, filtros y accesorios para vehículos del Departamento de Salud de la Ilustre Municipalidad de La Unión,según bases técnico administrativas y Anexos adjuntos a la licitación.";2025-03-20T14:39:11.75;2025-03-31T16:00:00;2025-04-30T17:34:00;;"CLP";0;0
4486-9-LE25;"CONTRATACION CAPACITACIÓN USUARIOS PROG. TERMITAS";"I MUNICIPALIDAD DE NEGRETE";"69.170.800-4";"Ilustre Municipalidad de Negrete";"Alberto Moller 293";"Negrete";"Región del Biobío ";"LE";"Cerrada";"Las presentes Bases Administrativas, rigen el llamado a Licitación Pública a través del Portal Mercado Público y la contratación de servicios profesionales para llevar a cabo capacitaciones dirigidas a beneficiarios del programa “Control y Erradicación de Termitas Subterráneas” y funcionarios municipales que trabajen directamente con las familias afectadas durante un año.";2025-03-19T18:03:12.513;2025-03-31T16:00:00;2025-05-30T18:00:00;;"CLP";0;0
5661-6-LP25;"SERVICIO DE ORGANIZACIÓN DE TALLERES 2025 LOS RÍOS";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Obras Hidráulicas - XIV Región";"Avenida Prat #1010, Valdivia";"Valdivia";"Región de Los Ríos";"LP";"Cerrada";"Servicio de Organización de Talleres para Dirigentes y Operadores de Servicios Sanitarios Rurales Región de los Ríos 2025";2025-03-13T18:22:16.687;2025-03-31T16:00:00;2025-04-18T14:25:00;;"CLP";0;0
1867-9-LR25;"Campaña Comunicacional del SMO";"DIRECCION GENERAL DE MOVILIZACIONN NACIONAL";"61.110.000-0";"DIRECCION GENERAL DE MOVILIZACIONN NACIONAL";"Vergara 262";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"Cerrada";"La DGMN convoca a personas naturales o jurídicas, ya sea que se presenten de manera individual o unidas mediante Uniones Temporales de Proveedores integradas por una o más empresas de menor tamaño, chilenas o extranjeras, que al momento de ofertar se encuentren hábiles en el Registro de Proveedores a cargo de la Dirección de Compras y Contratación Pública, para contratar el Servicio de Producción y Difusión de la Campaña Comunicacional del Servicio Militar Obligatorio.";2025-02-27T15:36:51.737;2025-03-31T16:00:00;2025-04-17T17:30:00;727160000;"CLP";0;0
3471-11-LP25;"C.S INSUMOS MEDICOS MANEJO VIA RESPIRATORIA";"DIRECCION DE LOGISTICA DE CARABINEROS";"60.505.723-3";"Hospital de Carabineros";"Av. Antonio Varas Nº 2500";"Ñuñoa";"Región Metropolitana de Santiago";"LP";"Cerrada";"El Hospital de Carabineros “General Humberto Arriagada Valdivieso”, en adelante “EL HOSPITAL”, llama a licitación pública, en líneas de adjudicación, para celebrar un contrato de Suministro de Insumos Médicos para Manejo de Vía Respiratoria, por un periodo de 24 meses, para el Hospital de Carabineros o hasta la total ejecución del presupuesto contratado, cuyas características y requisitos técnicos, constan en estas Bases Administrativas, Bases Técnicas y sus respectivos anexos";2025-03-11T17:19:37.75;2025-03-31T16:00:00;2025-05-02T16:00:00;;"CLP";0;0
2080-130-LE25;"COMPRA ROPA CLINICA";"SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA";"61.602.138-9";"Hospital Regional Rancagua - HRR";"Avenida Salvador Allende Nº 350";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LE";"Cerrada";"COMPRA ROPA CLINICA PARA HOSPITAL DR.FRANCO RAVERA ZUNINO";2025-03-24T15:17:31.753;2025-03-31T16:00:00;2025-06-02T19:00:00;;"CLP";0;0
