codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
1288-42-LR24;"DETERMINACIONES DE EXÁMENES DE GASES POCT";"SERVICIO SALUD METROPOLITANO OCCIDENTE";"61.608.200-0";"Servicio de Salud Metropolitano Occidente";"Libertador Bernardo O´Higgnis N° 2429, Santiago";"Santiago";"Región Metropolitana de Santiago";"LR";"Adjudicada";"EXISTE LA NECESIDAD PARA ESTE SERVICIO DE SALUD DE LICITAR LA CONTRATACIÓN DE DETERMINACIONES DE EXÁMENES DE GASESELP, TROPONINA I ULTRASENSIBLE, DIMERO D, HEMOGLOBINA GLICADA, BETA HCG, PCR CAPILAR Y DETERMINACIÓN DE BUN Y CREATININA EN EQUIPOS POINT OF CARE POCT, CON SOFTWARE DE CONTROL ASOCIADO A LÍNEA DE GASES ELP, QUE INCLUYA SUMINISTRO DE REACTIVOS, EQUIPAMIENTO Y LA MANTENCIÓN DE EQUIPAMIENTOS PARA LOS HOSPITALES DE LA RED OCCIDENTE";2024-11-29T09:48:20.303;2024-12-30T15:00:00;2025-03-31T17:31:39.813;;"CLP";0;0
1058024-53-LP24;"CONVENIO SUMINISTRO MESALAZINA sam";"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"61.607.301-K";"Fármacos";"";"";"Región del Biobío ";"LP";"Adjudicada";"El Complejo Asistencial “Dr. Víctor Ríos Ruiz” Los Ángeles llama a Licitación Pública a través del Portal Mercado Público, por la contratación de “CONVENIO SUMINISTRO MESALAZINA”, por un periodo de 24 meses.";2025-01-31T16:09:31.83;2025-02-20T17:00:00;2025-03-31T17:21:05.977;;"CLP";0;0
4590-2-LE25;"700 m3 de relleno estructural de acuerdo a especificaciones para trabajos programados en CAD 2025 provincia de Cachapoal";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - VI Región - Provincia Cachapoal";"Cuevas N° 530, Edificio Interior Piso 3";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LE";"Adjudicada";"700 m3 de relleno estructural, de acuerdo a especificaciones, para trabajos programados en CAD 2025, provincia de Cachapoal";2025-02-10T19:18:43.49;2025-02-20T15:01:00;2025-03-31T17:34:19.91;;"CLP";0;0
1562-12-L125;"INSUMOS DE SELLOS DE CU PARA CÁMARA DE MUESTRAS";"SERVICIO NACIONAL DE GEOLOGIA Y MINERIA";"61.702.000-9";"Servicio Nacional de Geología y Minería";"ESTACION DE SERVICIO DEL PROVEEDOR";"Providencia";"Región Metropolitana de Santiago";"L1";"Adjudicada";"El Departamento de Laboratorios, en particular la Unidad de Geología Isotópica, requiere de la compra de sellos de cobre para cámara de vacío para el Laboratorio MAP. Este insumo es necesario para asegurar la operación continua del laboratorio durante el 2025 y poder llevar a cabo los análisis de muestras jóvenes. Este insumo nos garantiza mantener la continuidad operativa del equipo, ya que cada sello es desechable, una vez realizada una medición ya no puede ser reutilizado por lo que disponer";2025-03-04T15:58:57.593;2025-03-14T15:00:00;2025-03-31T17:20:25.75;3600;"USD";0;0
1493-17-LE25;"SERVICIO DE FOTOCOPIADO ANILLADO Y OTROS PARA LA MUNICIPALIDAD DE SAN NICOLAS 2025";"I MUNICIPALIDAD DE SAN NICOLAS";"69.140.800-0";"I MUNICIPALIDAD DE SAN NICOLAS";"Arturo Prat 202 - San Nicolás";"San Nicolás";"Región del Ñuble";"LE";"Adjudicada";"SERVICIO DE FOTOCOPIADO, ANILLADO Y OTROS, PARA LA MUNICIPALIDAD DE SAN NICOLAS 2025";2025-03-17T16:20:10.37;2025-03-26T09:00:00;2025-03-31T17:17:47.937;30000000;"CLP";0;0
4044-3-LE25;"LP ADQUISICION DE ELEMENTOS DE PROTECCION PERSONAL";"I MUNICIPALIDAD DE ISLA DE PASCUA";"69.061.800-1";"Adquisiciones";"ATAMU TEKENA S/N";"Isla De Pascua";"Región de Valparaíso ";"LE";"Adjudicada";"LP ADQUISICION DE ELEMENTOS DE PROTECCION PERSONAL PARA FUNCIONARIOS DE SEGURIDAD PUBLICA 2025";2025-02-27T11:15:54.81;2025-03-10T17:26:00;2025-03-31T17:20:12.51;;"CLP";0;0
3510-29-L125;"Contratación Transp. escolar Esc Rural Avellanal";"I MUNICIPALIDAD DE CALBUCO";"69.220.601-0";"Departamento de Educacion";"Galvarino Riveros N116";"Calbuco";"Región de los Lagos ";"L1";"Adjudicada";"Se consulta la contratación de transporte escolar para los alumnos de la Escuela Rural El Avellanal, para el 1 semestre del año 2025.";2025-03-19T13:29:00.81;2025-03-25T15:19:00;2025-03-31T17:19:23.197;;"CLP";0;0
5221-1-LE25;"ADQUISICIÓN BALANZAS Y LAMPARAS - CESFAM 18";"SERVICIO DE SALUD MAGALLANES";"61.607.900-k";"Equipamiento sectorial";"Lautaro Navarro Nº 820";"Punta Arenas";"Región de Magallanes y de la Antártica";"LE";"Adjudicada";"PROYECTO “NORMALIZACION CESFAM 18 DE SEPTIEMBRE PUNTA ARENAS” – Código BIP 30128661-0 Entrega de bienes en la ciudad de Punta Arenas, dirección a coordinar. Fecha Máxima de entrega	22 de agosto de 2025";2025-03-03T10:05:41.59;2025-03-13T16:00:00;2025-03-31T17:12:52.05;29050000;"CLP";0;0
1493-22-L125;"CONCESION SERVICIO ASEO Y MANTENCION AREAS VERDES SECTOR NORTE PUENTE ÑUBLE";"I MUNICIPALIDAD DE SAN NICOLAS";"69.140.800-0";"I MUNICIPALIDAD DE SAN NICOLAS";"Arturo Prat 202 - San Nicolás";"San Nicolás";"Región del Ñuble";"L1";"Adjudicada";"CONCESION SERVICIO ASEO Y MANTENCION AREAS VERDES SECTOR NORTE PUENTE ÑUBLE";2025-03-19T14:38:53.077;2025-03-25T16:28:00;2025-03-31T17:12:44.563;600000;"CLP";0;0
1493-21-L125;"CONCESION SERVICIO ASEO Y MANTENCION AREAS VERDES SECTOR SUR PUENTE ÑUBLE";"I MUNICIPALIDAD DE SAN NICOLAS";"69.140.800-0";"I MUNICIPALIDAD DE SAN NICOLAS";"Arturo Prat 202 - San Nicolás";"San Nicolás";"Región del Ñuble";"L1";"Adjudicada";"CONCESION SERVICIO ASEO Y MANTENCION AREAS VERDES SECTOR SUR PUENTE ÑUBLE";2025-03-19T14:27:43.14;2025-03-26T15:19:00;2025-03-31T17:12:38.29;600000;"CLP";0;0
5184-170-LE24;"INFORMES DE MAMOGRAFÍAS CON TOMOSÍNTESIS ";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES";"61.606.917-9";"CONTRATOS-SUMINISTRO";"";"";"Región del Maule ";"LE";"Adjudicada";"INFORMES DE MAMOGRAFÍAS CON TOMOSÍNTESIS PARA PACIENTES DEL HOSPITAL DE LINARES";2025-01-17T16:27:47.63;2025-01-27T15:00:00;2025-03-31T17:12:35.867;33600000;"CLP";0;0
4301-9-LP25;"Servicios de impresión y materiales publicitarios";"I MUNICIPALIDAD DE ZAPALLAR";"69.050.400-6";"IMUNI_ ZAPALLAR";"DIEGO SUTIL 285";"Zapallar";"Región de Valparaíso ";"LP";"Adjudicada";"La Ilustre Municipalidad de Zapallar, en adelante e indistintamente la “MUNICIPALIDAD” o el “MUNICIPIO”, llama a licitación pública por la vía de suministros, Servicios de impresión y materiales publicitarios para la unidad de comunicaciones y prensa de la Ilustre municipalidad de Zapallar, la cual se regulará por las Bases Administrativas Generales aprobadas por Decreto de Alcaldía 1.562 y las presentes Bases Administrativas Especiales.";2025-02-04T16:32:25.34;2025-02-14T17:00:00;2025-03-31T17:13:56.757;;"CLP";0;0
3526-8-LQ25;"SERVICIO DE TRANSPORTE AÉREO";"COMANDO DE APOYO A LA FUERZA";"61.101.466-K";"DIVLOG - Jefatura de Transporte";"Manuel Rivas Vicuña 365, piso 3";"Estación Central";"Región Metropolitana de Santiago";"LQ";"Adjudicada";"El Fisco-Ejército de Chile, en adelante indistintamente “Entidad licitante”, el “Ejército”, la “Institución” o la JEFTRANS, llama a licitación pública para la contratación, POR LÍNEA del “Servicio de transporte aéreo para el traslado del personal con motivo del  acuartelamiento de contingente año 2025”, servicio que será solicitado “A REQUERIMIENTO”, en los tramos que se indican a continuación, adjudicando a la mejor oferta presentada por línea, de acuerdo con las características y requerimientos exigidos en las presentes bases de licitación";2025-03-17T16:56:25.25;2025-03-27T17:30:00;2025-03-31T16:59:16.05;;"CLP";0;0
4949-4-LE25;"SERVICIO DE IMPRESIÓN Y FOTOCOPIADO";"COMANDO DE APOYO A LA FUERZA";"61.101.045-1";"División de Bienestar - JAVE";"Avenida Libertador Bernardo O'Higgins Nº 2334";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"Adjudicada";"contratación de un Servicio de Arriendo de Impresoras Multifuncional, blanco y negro, para la Jefatura Ahorro Vivienda del Ejército, por un período de 1 un año.";2025-03-14T15:20:51.923;2025-03-25T12:00:00;2025-03-31T16:58:26.203;;"CLP";0;0
1058074-2-LE25;"MEDICAMENTOS DEL ARSENAL FARMACOLÓGICO";"INSTITUTO PSIQUIATRICO DR JOSE HORWITZ BARAK";"61.608.003-2";"Fármarcos";"";"";"Región Metropolitana de Santiago";"LE";"Adjudicada";"SE REQUIERE ADQUIRIR MEDICAMENTOS DEL ARSENAL FARMACOLÓGICO, PARA EL TRATAMIENTO DE LOS PACIENTES DEL INSTITUTO PSIQUIÁTRICO  DR. JOSÉ HORWITZ BARAK";2025-02-24T18:23:20.653;2025-03-07T15:01:00;2025-03-31T16:58:37.333;;"CLP";0;0
3181-207-LE24;"SERVICIO DE LICENCIAS ANTIVIRUS PARA EL MUNICIPIO";"ILUSTRE MUNICIPALIDAD DE MACHALI";"69.080.200-7";"ILUSTRE MUNICIPALIDAD DE MACHALI";"Plaza de Armas N° 11";"Machalí";"Región del Libertador General Bernardo O´Higgins";"LE";"Adjudicada";"SERVICIO DE LICENCIAS ANTIVIRUS PARA EL MUNICIPIO";2025-03-03T13:02:24.193;2025-03-13T15:00:00;2025-03-31T16:57:48.253;23000000;"CLP";0;0
2546-19-LP25;"PROPUESTA PUBLICA 11MEJOR.CEMENTERIO C.I JUAN NEC";"I MUNICIPALIDAD DE PADRE LAS CASAS";"61.955.000-5";"MUNICIPALIDAD DE PADRE LAS CASAS";"Maquehue #1441";"Padre Las Casas";"Región de la Araucanía ";"LP";"Adjudicada";"REPOSICION CIERRE PERIMETRAL Y CUBIERTA DE ACCESO CEMENTERIO COMUNIDAD INDIGENA JUAN NECUL, PADRE LAS CASAS.";2025-02-13T09:34:09.777;2025-02-27T12:00:00;2025-03-31T16:55:52.497;;"CLP";0;0
3652-4-LE25;"REPOSICION CAMIONETAS MUNICIPALES COMUNA DE QUILLECO ";"I MUNICIPALIDAD DE QUILLECO";"69.170.400-9";"Secplan  Quilleco";"J. M. CARRERA N° 460";"Quilleco";"Región del Biobío ";"LE";"Adjudicada";"La Municipalidad de Quilleco llama a Licitación Pública para realizar la ejecución del proyecto denominado “REPOSICIÓN CAMIONETAS MUNICIPALES, COMUNA DE QUILLECO”, Código BIP 40051332-0, el que será financiado con recursos del Gobierno Regional.";2025-03-06T19:13:54.873;2025-03-18T15:30:00;2025-03-31T16:56:02.513;58287000;"CLP";0;0
3734-10-LE25;"ADQ. ESTANQUES VERTICALES";"I MUNICIPALIDAD DE LAJA";"69.170.300-2";"Adquisiciones";"Balmaceda 292";"Laja";"Región del Biobío ";"LE";"Adjudicada";"Adquirir Estanques para almacenamiento de agua potable, para apoyo a familias con escasez hídrica. Considerar con entrega en pañol municipal ubicado en calle Prat con Freire de la Comuna de Laja.";2025-03-06T11:38:10.483;2025-03-17T15:00:00;2025-03-31T16:47:45.677;;"CLP";0;0
5482-15-LE25;"CONTRATO DE SUMINISTRO ALIMENTO PARA CANES CRC";"I MUNICIPALIDAD DE NUNOA";"69.070.500-1";"SECPLANUNOA";"POR DEFINIR DE ACUERDO A OBSERVACIONES";"Ñuñoa";"Región Metropolitana de Santiago";"LE";"Adjudicada";"Las presentes bases técnicas, establecen las normas y condiciones que regulan el proceso de licitación para la contratación del “Suministro de Alimentos para Canes del Centro de Rescate Canino de la Municipalidad de Ñuñoa”, lo anterior, para los canes que mantiene albergados transitoriamente el Centro de Rescate Canino de Ñuñoa, ubicado en Av. Vicuña Mackenna N° 1590, el cual, depende del Departamento de Bienestar Animal de la Dirección de Medio Ambiente, quien funciona con una población estimada de 40 canes";2025-02-20T12:34:15.543;2025-03-04T15:01:00;2025-03-31T16:47:19.033;;"CLP";0;0
1274285-5-LP25;"Adquisición de Insumos para Farmacia Comunal";"CORPORACION MUNICIPAL DE EDUCACION Y SALUD DE SAN BERNARDO";"70.925.500-2";"SALUD";"AVENIDA MAIPÚ 440";"San Bernardo";"Región Metropolitana de Santiago";"LP";"Adjudicada";"Se solicita la compra de Insumos para abastecer las necesidades comunales de acuerdo al arsenal de Farmacia Comunal de la Corporación Municipal de Educación y Salud de San Bernardo.";2025-02-19T10:38:23.973;2025-03-10T15:15:00;2025-03-31T16:48:45.78;77851828;"CLP";0;0
4563-2-LE25;"VALORACIONES MEDICAS NEUROLOGICAS Y PEDIATRICAS ES";"I MUNICIPALIDAD DE GRANEROS";"69.080.300-3";"Depto. de Educación";"Plaza de Armas S/N, Graneros";"Graneros";"Región del Libertador General Bernardo O´Higgins";"LE";"Adjudicada";"DE “VALORACIONES MÉDICAS NEUROLÓGICAS Y PEDIÁTRICAS PARA ESTUDIANTES PIE DE GRANEROS 2025”, CON EL OBJETIVO DE DIAGNOSTICAR Y EVALUAR EL ESTADO GENERAL DE SALUD DE LOS ESTUDIANTES POSTULANTES AL PROGRAMA DE INTEGRACIÓN ESCOLAR CON UN MÉDICO PEDIATRA Y UN MÉDICO NEURÓLOGO EN  LOS NUEVE ESTABLECIMIENTOS EDUCACIONALES MUNICIPALES DE LA COMUNA DE GRANEROS.";2025-03-03T16:41:19.693;2025-03-11T12:06:00;2025-03-31T16:57:15.57;11158000;"CLP";0;0
5055-5-LE25;"ADQUISICION DE MINIPLACAS Y OTROS";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Prótesis";"1 Norte Nº 1990";"Talca";"Región del Maule ";"LE";"Adjudicada";"El objetivo de la presente licitación, es la adquisición de MINIPLACAS Y OTROS para Hospital Regional de Talca, con el fin de asegurar el abastecimiento en calidad y oportunidad, para satisfacer la demanda de los usuarios.";2025-01-29T17:17:42.92;2025-02-10T16:00:00;2025-03-31T16:47:24.467;;"CLP";0;0
3171-6-LE25;"ADQUISICIÓN DE 01 GIROESFERA STD22 REACONDICIONADA PARA UNIDAD MARÍTIMA TIPO LSG";"DIRECCION DE ABASTECIMIENTO DE LA ARMADA";"61.102.094-5";"GOBERNACION MARITIMA DE AYSEN";"FRANCISCO MOZO 450";"Aysén";"Región Aysén del General Carlos Ibáñez del Campo";"LE";"Adjudicada";"ADQUISICIÓN DE 01 GIROESFERA STD22 REACONDICIONADA PARA UNIDAD MARÍTIMA TIPO LSG";2025-03-18T10:13:53.867;2025-03-24T16:00:00;2025-03-31T16:47:07.367;13858364;"CLP";0;0
2306-20-LE25;"Evaluaciones Medicas Alumnos PIE";"I MUNICIPALIDAD DE OSORNO";"69.210.100-6";"IMUNI_OSORNO DEPTO EDUCACION";"AVDA. JUAN MACKENNA N°851, Bodega Subsuelo";"Osorno";"Región de los Lagos ";"LE";"Adjudicada";"Evaluaciones Medicas Alumnos PIE";2025-03-18T14:26:00;2025-03-24T15:05:00;2025-03-31T19:45:18.937;;"CLP";0;0
1058045-7-LQ25;"CONVENIO DE SUMINISTRO DE FÁRMACO SECUKINUMAB";"SERVICIO DE SALUD COQUIMBO HOSPITAL DE O";"61.606.404-5";"Fármarcos";"Av. Manuel Peñafiel S/N";"Ovalle";"Región de Coquimbo ";"LQ";"Adjudicada";"Conforme a la Ley de Compras Públicas N° 19.886, su Reglamento y modificaciones, el Hospital Provincial de Ovalle llama a licitación pública a empresas o proveedores del rubro, personas naturales o jurídicas, chilenas o extranjeras, así como a Uniones Temporales de Proveedores, para celebrar CONVENIO DE SUMINISTRO DE FÁRMACO SECUKINUMAB, para el Hospital Provincial de Ovalle, por un periodo de 12 (doce) meses, o hasta agotar el presupuesto referencial, para un oportuno y adecuado suministro de estos productos y así garantizar el correcto funcionamiento del establecimiento.  Este proceso se realizará a través del Sistema de Información de la Dirección de Compras y Contratación Pública www.mercadopublico.cl, según lo establecido en la Ley N° 19.886 y su Reglamento. Las bases administrativas y sus especificaciones técnicas establecen las condiciones que regirán la presente licitación y el posterior contrato que se celebre para dar cumplimiento a este objetivo.";2025-02-13T15:23:16.563;2025-03-07T15:25:00;2025-03-31T16:37:45.843;;"CLP";0;0
