codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
3037-2-LE25;"ACTUALIZACION PLADECO PERIODO 2024-2029 LOLOL";"I MUNICIPALIDAD DE LOLOL";"69.090.500-0";"SECPLAN";"Los Aromos N° 85";"Lolol";"Región del Libertador General Bernardo O´Higgins";"LE";"Revocada";"ACTUALIZACION PLADECO PERIODO 2024-2029 LOLOL,  SEGUNDO LLAMADO.";2025-03-04T17:02:14.143;2025-03-14T12:00:00;2025-04-10T12:00:00;;"CLP";0;0
1057492-181-LR24;"SERV. MANTENCIÍN Y ADMINISTRACIÓN EQUIPOS MÉDICOS";"HOSPITAL ORIENTE DR LUIS TISNE BROUSSE";"61.959.800-8";"HOSPITAL ORIENTE DR LUIS TISNE BROUSSE";"";"";"Región Metropolitana de Santiago";"LR";"Revocada";"SERVICIO DE ADMINISTRACIÓN Y MANTENCIÓN PREVENTIVA Y CORRECTIVA DE EQUIPOS MÉDICOS";2024-12-09T13:21:05.983;2025-01-10T15:00:00;2025-04-10T17:09:00;;"CLP";0;0
229-35-LE25;"contratación de cursos de capacitación municipal para vecinos y vecinas de Coihueco";"I MUNICIPALIDAD DE COIHUECO";"69.141.100-1";"Departamento de Administración y Finanzas";"Avda Arturo Prat 1675";"Coihueco";"Región del Ñuble";"LE";"Revocada";"contratación de cursos de capacitación municipal para vecinos y vecinas de Coihueco, según bases técnicas";2025-03-03T15:46:27.077;2025-03-10T15:20:00;2025-04-10T16:21:00;;"CLP";0;0
3673-4-LE25;"SERVICIO PLATAFORMA DE GESTION ESCOLAR";"ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO";"69.266.500-7";"Educación";"Ignacio Serrano N° 300";"Chillán Viejo";"Región del Ñuble";"LE";"Revocada";"Servicios de plataforma de gestión escolar que centralice todos los procesos necesarios para una gestión óptima de los establecimientos educativos dependientes de DAEM Chillán Viejo 2025.";2025-03-17T13:19:39.93;2025-03-27T14:25:00;2025-04-10T14:26:00;30000000;"CLP";0;0
3729-11-LE25;"SERVICIOS DE ESTERILIZACION QUIRURGICA PARA CANINOS Y FELINOS DE LA COMUNA DE CHIMBARONGO";"I MUNICIPALIDAD DE CHIMBARONGO";"69.090.300-8";"Secpla";"JAVIERA CARRERA 511";"Chimbarongo";"Región del Libertador General Bernardo O´Higgins";"LE";"Revocada";"SE REQUIEREN A LO MENOS 1.000 ESTERILIZACIONES CANINAS Y FELINAS CONFORME A LO SEÑALADO EN DECRETOS N°699 Y 700 DE FECHA 28.02.2025, QUE APRUEBA PRIMER LLAMADO A LICITACION PÚBLICA Y DESIGNA COMISION DE APERTURA Y EVALUACIÓN DE OFERTAS RESPECTIVAMENTE.";2025-02-28T13:30:11.413;2025-03-10T15:30:00;2025-04-10T14:00:00;29200000;"CLP";0;0
1660-38-L125;"COMPRA DE SERVICIOS DE 1 TONS PARA HOSPITAL DE SALAMANCA PARA PROGRAMA EXTENCION HORARIA";"SERVICIO SALUD COQUIMBO HOSP DE SALAMANC";"61.606.408-8";"SERVICIO SALUD COQUIMBO HOSP DE SALAMANC";"AVDA. INFANTE N891";"Salamanca";"Región de Coquimbo";"L1";"Revocada";"COMPRA DE SERVICIOS DE 1 TONS PARA HOSPITAL DE SALAMANCA PARA PROGRAMA EXTENCION HORARIA 880 PRESTACIONES";2025-04-03T13:03:00;2025-04-08T15:00:00;2025-04-10T14:08:00;1980000;"CLP";0;0
509876-2-LE25;"MATERIAL BIBLIOGRÁFICO REGIÓN DE LOS RÍOS";"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL";"60.905.000-4";"Coord. Bibliotecas Publicas Región de  Los Ríos";"Calle O'Higgins N° 262 de Valdivia";"Valdivia";"Región de Los Ríos";"LE";"Revocada";"La unidad de Coordinación Regional de Bibliotecas Públicas de la Dirección Regional Región de Los Ríos, dependiente del Servicio Nacional del Patrimonio Cultural en adelante también el “Servicio” o el “Serpat”, licita públicamente el servicio de MATERIAL BIBLIOGRÁFICO REGIÓN DE LOS RÍOS.";2025-03-11T14:36:00;2025-03-21T19:00:00;2025-04-10T16:20:00;39360000;"CLP";0;0
589713-20-O124;"PUENTE RIO PENITENTE";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - XII Región - Lic de Obras";"No hay dirección de Unidad de Compra disponible";"";"Región de Magallanes y de la Antártica";"O1";"Revocada";"El presente proyecto aborda la conservación de parte de la Superestructura e Infraestructura del Puente Penitente, dentro de las medidas principales de las operaciones de conservación se contempla la demolición del voladizo interior del tablero de ambos componentes";2024-12-31T10:13:49.333;2025-01-30T14:00:00;2025-04-10T15:11:00;;"CLP";0;0
5184-19-LQ25;"REACTIVOS PARA EXÁMEN FISICOQUÍMICO Y SEDIMENTO DE";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES";"61.606.917-9";"CONTRATOS-SUMINISTRO";"Brasil Nº 753";"Linares";"Región del Maule";"LQ";"Revocada";"REACTIVOS PARA EXAMEN FISICOQUÍMICO Y SEDIMENTO DE ORINA CON EQUIPO EN PRESTAMO DE USO";2025-02-04T16:18:57.027;2025-02-25T11:00:00;2025-04-07T18:00:00;;"CLP";0;0
889473-193-LP24;"SC 2129 - Sistema Circuito Cerrado de Seguridad";"UNIVERSIDAD DE O'HIGGINS";"61.980.530-5";"UNIVERSIDAD DE O'HIGGINS";"Av. Libertador General Bernardo O'Higgins 611";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LP";"Revocada";"La Universidad requiere la adquisición e instalación de Sistema Circuito Cerrado de Seguridad CCTV para el Hospital Dr. Franco Ravera Zunin por concepto de retribución por uso de campo clínico.";2024-11-20T12:50:35.123;2024-12-10T15:00:00;2025-04-07T18:00:00;;"CLP";0;0
1237404-1-LE25;"Auditoria Externa Corporación Cultural Ancud";"CORPORACION CULTURAL MUNICIPAL DE ANCUD";"65.293.750-0";"Administración y finanzas";"Libertad 663, Ancud";"Ancud";"Región de los Lagos";"LE";"Revocada";"Se llama a licitación pública para la contratación de un servicio de auditoría externa, que aborde la situación financiera y presupuestaria de la Corporación Cultural de Ancud, considerando una revisión y evaluación del patrimonio, de la ejecución presupuestaria y de los estados de resultados anuales yo mensuales, de acuerdo a las bases administrativas adjuntas.";2025-03-24T08:21:00;2025-03-31T15:15:00;2025-04-07T12:00:00;;"CLP";0;0
2705-16-LP25;"ADQUISICIÓN DE EQUIPOS DE ANÁLISIS";"UNIVERSIDAD DEL BIO BIO";"60.911.006-6";"Universidad del Bío-Bío - Campus Chillán";"Avenida Andrés Bello N°720";"Chillán";"Región del Ñuble";"LP";"Revocada";"ADQUISICIÓN DE EQUIPOS DE ANÁLISIS, PARA LA UNIVERSIDAD DEL BÍO-BÍO, SEDE CHILLÁN";2025-01-24T14:49:50.343;2025-02-21T19:59:00;2025-04-07T10:00:00;59550504;"CLP";0;0
2307-5-LE25;"“ADQUIRIR UNIFORMES PARA CONDUCTORES AS Y AUXILIARES DEL DEPARTAMENTO DE SALUD”  REQ. 2.243 Y 2540.";"I MUNICIPALIDAD DE OSORNO";"69.210.100-6";"IMUNI_OSORNO DEPTO  SALUD";"JUAN MACKENNA # 851";"Osorno";"Región de los Lagos";"LE";"Revocada";"Se requiere adquirir uniformes para conductores y auxiliares que se desempeñan en el Departamento de Salud, según especificaciones Técnicas indicadas en el punto N°13, de las presentes bases, y según requerimiento N°2.243 y 2540.-";2025-02-26T16:42:54.727;2025-03-10T15:15:00;2025-04-10T17:00:00;15795822;"CLP";0;0
3326-10-LE25;"ADQUISICIÓN DE REPUESTOS PARA VEHÍCULOS MARCA HYUNDAI MODELO NEW H-1 EURO 5 PARA STOCK DE BODEGA DEL DEPARTAMENTO TRANSPORTES L.3 DE CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS";"DIRECCION DE LOGISTICA DE CARABINEROS";"61.938.500-4";"Depto.Transportes L.3";"Vivaceta Nro. 2700";"Independencia";"Región Metropolitana de Santiago";"LE";"Revocada";"ADQUISICIÓN DE REPUESTOS PARA VEHÍCULOS MARCA HYUNDAI, MODELO NEW H-1 EURO 5, PARA STOCK DE BODEGA DEL DEPARTAMENTO TRANSPORTES L.3 DE CARABINEROS DE CHILE, SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS";2025-02-21T11:34:19.69;2025-03-07T15:25:00;2025-04-11T20:00:00;16800000;"CLP";0;0
5300-4-LE25;"AUDITORÍA DE LOS ESTADOS FINANCIEROS PRESUPUESTARIOS Y REVISIÓN DE PROCESOS ADMINISTRATIVOS DE LA ILUSTRE MUNICIPALIDAD DE CASABLANCA";"I MUNICIPALIDAD DE CASABLANCA";"69.061.400-6";"DIPLAD";"CONSTITUCION 111";"Casablanca";"Región de Valparaíso";"LE";"Revocada";"Auditoria Externa de los Estados Financieros y Presupuestarios de la Ilustre Municipalidad del periodo julio del 2021 hasta diciembre del 2024.";2025-03-12T16:07:55.59;2025-03-24T15:10:00;2025-04-11T20:00:00;;"CLP";0;0
4006-2-LP25;"Construcción de cierres olímpicos de canchas";"I MUNICIPALIDAD DE PUCHUNCAVI";"69.060.800-6";"Secretaría De Planificación";"Avda. Bernardo O`Higgins Nro.70, Puchuncaví";"Puchuncaví";"Región de Valparaíso";"LP";"Revocada";"Construcción de cierres olímpicos canchas José de San Martín y La Chocota";2025-03-07T17:29:53.183;2025-03-28T13:30:00;2025-04-11T18:50:00;;"CLP";0;0
1233613-53-LE25;"INSTALACIÓN Y CERTIFICACIÓN ESTANQUE VILLA CAMERON";"Servicio Local de Educación Pública Magallanes";"61.980.960-2";"Servicio Local de Educación Pública Magallanes";"Lautaro Navarro 1021";"Punta Arenas";"Región de Magallanes y de la Antártica";"LE";"Revocada";"INSTALACIÓN Y CERTIFICACIÓN ESTANQUE VILLA CAMERON SEGÚN REX N° 0463";2025-03-27T09:08:29.253;2025-04-07T17:00:00;2025-04-11T17:26:00;56000000;"CLP";0;0
1867-8-LR25;"Campaña Comunicacional del Servicio Militar";"DIRECCION GENERAL DE MOVILIZACIONN NACIONAL";"61.110.000-0";"DIRECCION GENERAL DE MOVILIZACIONN NACIONAL";"Vergara 262";"Santiago Centro";"Región Metropolitana de Santiago";"LR";"Revocada";"La DGMN convoca a personas naturales o jurídicas, ya sea que se presenten de manera individual o unidas mediante Uniones Temporales de Proveedores integradas por una o más empresas de menor tamaño, chilenas o extranjeras, que al momento de ofertar se encuentren hábiles en el Registro de Proveedores a cargo de la Dirección de Compras y Contratación Pública, para contratar el Servicio de Producción y Difusión de la Campaña Comunicacional del Servicio Militar Obligatorio.";2025-02-21T15:31:25.88;2025-03-24T15:00:00;2025-04-11T17:30:00;727160000;"CLP";0;0
634-7-LE25;"NORMALIZACIÓN SALA ELÉCTRICA EN HOSPITAL PENAL";"DIRECCION GENERAL DE GENDARMERIA DE CHIL";"61.004.000-4";"Dirección Nacional";"COMPAÑÍA Nº1048- piso 10";"Santiago";"Región Metropolitana de Santiago";"LE";"Revocada";"CONTRATACIÓN DEL SERVICIO  DE “NORMALIZACIÓN DE SALA ELÉCTRICA EN HOSPITAL PENITENCIARIO”. E1O2RT9";2025-02-11T15:31:36.723;2025-02-21T15:25:00;2025-04-14T20:00:00;8840058;"CLP";0;0
1020-14-LP25;"Soporte de Licencias Red Hat";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"MOP Subsecretaría";"";"";"Región Metropolitana de Santiago";"LP";"Revocada";"Que, el objetivo es adquirir soporte de Licencias RedHat que dispone el MOP, con el propósito de mantener vigente su plataforma tecnológica y aplicar las actualizaciones, cuando estén disponibles, para las licencias indicadas, como así disponer del soporte de la marca.";2025-01-17T15:41:00;2025-02-14T15:00:00;2025-04-14T17:00:00;107000000;"CLP";0;0
1540-33-LE25;"CONV SUMINISTRO COLCHONES CLINICOS VISCOELÁSTICOS";"SERVICIO DE SALUD MAGALLANES HOSPITAL DE PTO NATALES";"61.607.904-2";"Hospital Dr. Augusto Essmann Burgos";"AVENIDA ESPAÑA 1650";"Puerto Natales";"Región de Magallanes y de la Antártica";"LE";"Revocada";"Se requiere contar con un Convenio Suministro de Colchones Clínicos Viscoelásticos, a fin de prevenir y tratar las úlceras por presión en pacientes hospitalarios, mejorando su calidad de vida, reduciendo complicaciones y promoviendo su recuperación. De esta manera, también cumplir con las normativas nacionales e internacionales en materia de seguridad del paciente y calidad de la atención.";2025-03-05T15:26:06.86;2025-03-17T15:00:00;2025-04-14T17:00:00;;"CLP";0;0
1057509-63-LE25;"CONVENIO POR SERVICIO DE CONTROL DE PLAGAS Y SANITIZACIÓN AMBIENTAL. los";"HOSPITAL CLINICO HERMINDA MARTIN";"61.607.001-0";"Bienes y Servicios";"Francisco Ramirez N°10";"Chillán";"Región del Ñuble";"LE";"Revocada";"El Hospital Clínico Herminda Martín de Chillán llama a Licitación Pública a través del Portal Mercado Público, para suscribir convenio para los servicios de control de plagas y sanitización ambiental, esto de  acuerdo a las exigencias descritas en las bases administrativas y técnicas, y de conformidad a las normas vigentes sobre la materia. Se pretende obtener la mejor calidad y oportunidad en los servicios requeridos a un precio conveniente.";2025-03-03T15:48:56.853;2025-03-13T09:00:00;2025-04-14T17:30:00;;"CLP";0;0
2731-10-LE25;"SC. N°19-005_Seguridad Publicas_Servicio de remodelacion de oficina de seguridad publica.";"MUNICIPALIDAD DE PEÑAFLOR";"69.071.700-K";"DEPARTAMENTO DE ADQUISICIONES MUNICIPALES.-";"ALCALDE LUIS ARAYA CERECEDA 1215";"Peñaflor";"Región Metropolitana de Santiago";"LE";"Revocada";"El objetivo del servicio de remodelación eléctrica de la casa asignada a la Dirección de Seguridad Publica, es suministrar con energía eléctrica las nuevas instalaciones de dicha dirección, con el objetivo de entregar herramientas y recursos para desarrollar, mediante la focalizando y participación ciudadana una estrategia y línea de acción para la promoción y fortalecimiento del rol de la sociedad en el ámbito de la seguridad publica para promover una cultura de prevención comunal";2025-04-04T17:56:42.01;2025-04-09T18:05:00;2025-04-14T18:00:00;23700000;"CLP";0;0
635-25-LE25;"INSTALACIÓN DE RED ALCANTARILLADO FOSA SÉPTICA Y POZO ABSORBENTE PARA EL CAMPING BIENESTAR DEL SERVICIO DE SALUD ARICA Y PARINACOTA OT 390";"SERVICIO DE SALUD DE ARICA Y PARINACOTA";"61.606.000-7";"SERVICIO DE SALUD DE ARICA";"";"";"Región de Arica y Parinacota";"LE";"Revocada";"1.El servicio a licitar, es en el Camping de Bienestar del SSAP, el cual está ubicado en Azapa km 1.5, sector campo verde, pasaje Chuve, Parcela N° 9 Lote 2B, Comuna de Arica. 2. El plazo de ejecución de los trabajos no deberá ser mayor a 60 días corridos, según previa coordinación. Además, la instalación deberá contar con una garantía de 6 meses.";2025-03-06T10:09:00;2025-03-19T15:30:00;2025-04-14T19:30:00;;"CLP";0;0
2387-18-LE25;"Contrato de suministro servicio de mantenimiento para camiones comuna de Pucón";"I MUNICIPALIDAD DE PUCON";"69.191.600-6";"Municipalidad de Pucon";"AV. BERNANDO OHIGGINS Nº 483";"Pucón";"Región de la Araucanía";"LE";"Revocada";"La presente propuesta está referida a la suscripción de un contrato de suministro para el servicio de mantenimiento para camiones utilizados para la recolección de residuos sólidos domiciliarios (RSD) en la comuna de Pucón.";2025-03-03T16:50:58.303;2025-03-13T15:15:00;2025-04-14T17:00:00;;"CLP";0;0
2026-25-LQ25;"Convenio Suministros de Medicamentos insumos y al";"SERVICIO SALUD VINA DEL MAR QUILLOTA";"61.606.600-5";"Servicio de Salud Viña del Mar - Quillota";"Limache 1307 esq. Peñablanca";"Viña del Mar";"Región de Valparaíso";"LQ";"Revocada";"Convenio Suministros de Medicamentos, insumos y alimentos para usuarios PRAIS”";2025-02-19T16:24:45.437;2025-03-11T17:00:00;2025-04-10T17:00:00;100000000;"CLP";0;0
2405-6-LP25;"FESTIVAL VERANO EN IQUIQUE 2025";"I MUNICIPALIDAD DE IQUIQUE";"69.010.300-1";"SECRETARIA COMUNAL DE PLANIFICACION";"Serrano #134";"Iquique";"Región de Tarapacá";"LP";"Revocada";"La Ilustre Municipalidad de Iquique llama a licitación pública para la producción de la actividad municipal denominada FESTIVAL VERANO EN IQUIQUE 2025, a realizarse el día sábado 01 de marzo del 2025";2025-01-21T18:23:32.287;2025-02-10T15:00:00;2025-04-11T17:25:00;;"CLP";0;0
2996-17-LE25;"Medicamentos Farmacia Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"69.040.800-7";"Salud";"Calle Balmaceda #99";"Monte Patria";"Región de Coquimbo";"LE";"Revocada";"Compra de medicamentos para la Farmacia Municipal, quien entrega medicamentos a bajo costo a los usuarios de la red comunal de salud de Monte Patria.";2025-02-21T09:57:19.923;2025-03-31T15:00:00;2025-04-14T17:30:00;;"CLP";0;0
5060-20-L125;"s43 SEP ADQUISICIÓN DE PROGRAMA DE APRENDIZAJE SOCIOEMOCIONAL PARA ESCUELA PEDRO DE VALDIVIA (ORD N°24)";"I MUNICIPALIDAD DE TEMUCO";"69.190.700-7";"Municipalidad de Temuco-Educación";"Vicuña Mackenna s/n entre calle Bilbao y Las Acacias";"Temuco";"Región de la Araucanía";"L1";"Revocada";"s43 SEP ADQUISICIÓN DE PROGRAMA DE APRENDIZAJE SOCIOEMOCIONAL PARA ESCUELA PEDRO DE VALDIVIA (ORD N°24)";2025-03-12T12:53:25.517;2025-03-19T10:00:00;2025-04-14T19:00:00;2975743;"CLP";0;0
2705-10-LE25;"ADQUISICIÓN DE EQUIPOS PARA LABORATORIO SC 170";"UNIVERSIDAD DEL BIO BIO";"60.911.006-6";"Universidad del Bío-Bío - Campus Chillán";"Avenida Andrés Bello N°720";"Chillán";"Región del Ñuble";"LE";"Revocada";"ADQUISICIÓN DE EQUIPOS PARA LABORATORIO, PARA LA UNIVERSIDAD DEL BÍO-BÍO, SEDE CHILLÁN SC 170";2025-01-23T17:13:40.567;2025-02-06T19:59:00;2025-04-14T17:00:00;;"CLP";0;0
2705-9-LE25;"ADQUISICIÓN DE EQUIPO PCR SC 167";"UNIVERSIDAD DEL BIO BIO";"60.911.006-6";"Universidad del Bío-Bío - Campus Chillán";"Avenida Andrés Bello N°720";"Chillán";"Región del Ñuble";"LE";"Revocada";"ADQUISICIÓN DE EQUIPO PCR, PARA LA UNIVERSIDAD DEL BÍO-BÍO, SEDE CHILLÁN SC 167";2025-01-23T17:21:32.15;2025-02-06T19:59:00;2025-04-14T17:00:00;;"CLP";0;0
1057496-3-LP25;"MANTENCIÓN DE VEHÍCULOS HSLBP";"SERVICIO DE SALUD SUR HOSPITAL SAN LUIS";"61.608.105-5";"Bienes y Servicios";"Calle Arturo Prat 250";"Buin";"Región Metropolitana de Santiago";"LP";"Revocada";"MANTENCIÓN DE VEHÍCULOS PARA EL HOSPITAL SAN LUIS DE BUIN-PAINE";2025-01-31T16:52:43.793;2025-02-11T15:32:00;2025-04-14T14:27:00;;"CLP";0;0
